,ID,text,target,re_text
305,ynat-v1_train_00692,"美 법무장관, 페이스북에 메시지 서비스 암호화 중단하라",6,"美 법무장관, 페이스북 메시지 서비스 암호 해독 요구"
306,ynat-v1_train_00697,프로농구 SK 삼성 꺾고 하루 만에 공동 3위,1,"SK 삼성, 프로농구에서 한라봉 제압하며 공동 3위"
307,ynat-v1_train_00699,러 우주 공간에 요격미사일 시스템 배치 말라 美에 경고,6,"러시아, 우주 공간 요격 미사일 시스템 배치… 미국에 전투 경고"
308,ynat-v1_train_00702,비자나무는 모기퇴치제로...옛 문헌 속 생물활용서 발간,0,"비자나무, 모기퇴치 효능 기록한 옛 문헌 새롭게 발간"
309,ynat-v1_train_00705,"민주노총, 최저임금 후속책 마련 한국 대통령 공약 폐기하라(종합)",2,"민주노총, 최저임금 후속책 요구… 한국 대통령 공약 폐기 주장"
310,ynat-v1_train_00708,필리핀 토지은행과 리잘상업은행이 한진중공업 주식을 취득,6,"한진중공업 주식, 필리핀 토지은행 및 리잘상업은행에 매각"
311,ynat-v1_train_00709,위클리 스마트 이산화탄소로 화학원료를...잎의 선물 인공광합성,4,"위클리 스마트 이산화탄소로 화학품 생산, 인공광합성 기술 활용"
312,ynat-v1_train_00712,초신성 폭발 3시간 만에 관측...최단기록,4,"3시간 만에 초신성 폭발 관측, 최단 기록 경신"
313,ynat-v1_train_00713,"한투증권, 정부 정책방향 소폭 전환...경기하강 방어에 긍정적",5,"한투증권, 정책 변화에 기대…경기 부진 완화 효과 전망"
314,ynat-v1_train_00716,이라크 반정부 시위 사망자 40여명으로 늘어종합,6,"이라크 반정부 시위, 사망자 40여명 돌파"
315,ynat-v1_train_00718,네이버 자율주행차 핵심 센서 개발 이스라엘 기업에 투자,4,"네이버, 자율 주행차 기술 선도 위해 센서 개발 기업 인수"
316,ynat-v1_train_00725,대북특사단 오전 9시 평양 안착...10시부터 회담 중,2,"대북특사단, 평양 도착 후 곧바로 회담 시작"
317,ynat-v1_train_00727,벚꽃 와인 마시며 봄 즐기세요,0,봄맞이 벚꽃 와인으로 취향저격
318,ynat-v1_train_00728,5G 기반 자율주행차 개발...SK텔레콤·인텔 협약,4,"SK텔레콤, 인텔과 함께 5G 자율 주행차 기술 개발"
319,ynat-v1_train_00731,"재벌닷컴, 재벌 총수 자택 공시가격 34% 상승",5,"재벌닷컴, 재벌 최고자 집값 공개 가격 34% 증가"
320,ynat-v1_train_00734,장미의 이름 새 옷 입히니 젊은 독자 호응,0,"새 옷으로 변신한 장미, 젊은 독자들의 관심 집중"
321,ynat-v1_train_00736,문재인 대통령 국정지지도 74%...지난주보다 3%P 상승갤럽종합,2,"문재인 대통령 지지도, 74%로 한주 만에 3%P 상승"
322,ynat-v1_train_00737,北 외화벌이 기관들 무역허가권 확보 경쟁 RFA,2,"북한, 외화 벌이 기관들 무역 허가권 확보  경쟁 가중"
323,ynat-v1_train_00741,게시판 SKT AI 콘퍼런스 AI.X 2019 개최,4,"SKT, AI.X 2019 콘퍼런스 개최"
324,ynat-v1_train_00745,서울 표준주택 공시가 17.75% 상승...15억 초과 고가주택 정밀 조준(종합2보),5,서울 표준주택 공시가 상승…15억 초과 고가주택 집중 관리
325,ynat-v1_train_00746,"KT와 연세대, 5G 상용망 기반 연구 플랫폼 출범",4,"KT, 연세대와 손잡고 5G 상용망 기반 연구 플랫폼 구축"
326,ynat-v1_train_00748,10∼20대는 유튜브 세대...하루 4.4회 52분 본다,4,"10~20대, 유튜브 시청량 하루 평균 52분"
327,ynat-v1_train_00750,오빠 감독 문경은·이상민 크리스마스에 3점 슛 대결,1,"문경-이상민, 오빠 감독 리더십 아래 크리스마스 3점슛 대결"
328,ynat-v1_train_00753,춘천시 환경사업소 관련 기자회견,3,"춘천시, 환경사업소 소개를 위한 기자회견 개최"
329,ynat-v1_train_00754,미 대북정책 이란과 달랐다...전략적 인내가 핵실험 묵인,6,"미, 이란과 다른 대북정책...전략적 인내로 핵실험 수용"
330,ynat-v1_train_00758,특징주 두산솔루스 분할상장 나흘째 상한가종합,5,"두산솔루스, 분할상장 이후 네 번째 날 상승 마감"
331,ynat-v1_train_00762,美 하원 트럼프 탄핵안 내일 표결...여야 막판까지 대충돌 종합,6,"트럼프 탄핵안 하원 내일 표결, 여야 치열 대립 심화"
332,ynat-v1_train_00764,내일날씨 새해 첫날 전국 가끔 구름 많음...아침 기온 영하 10도,0,"2024년 첫날, 전국 가끔 구름.. 새해 아침 기온 영하 10도"
333,ynat-v1_train_00769,원스토어 앱 유통 수수료 인하...30%에서 5%까지,4,"원스토어, 앱 유통 수수료 최대 25% 인하"
334,ynat-v1_train_00773,트럼프 주장대로 불법 이민자 전원 추방시 미국 경제 2% 축소,6,"트럼프, 불법 이민자 추방 시 미국 경제 감소 주장"
335,ynat-v1_train_00776,"민주, 평창올림픽 성공 개최 총력전...색깔론 한국당 맹공",2,"민주당, 평창올림픽 성공 개최 위해 총력집중...한국당 '색깔 논란' 촉발"
336,ynat-v1_train_00777,창녕 40도 육박 불볕더위...물놀이·여름축제로 더위 탈출종합,0,"창녕, 40도 대비 물놀이·여름축제 열려"
337,ynat-v1_train_00779,현대판 파라오 엘시시 이집트 마지막 독립언론도 겁박,6,"엘시시, 이집트 언론 자유 침해 의혹"
338,ynat-v1_train_00780,"이주열 한국은행 총재, ""통화정책 완화 정도 추가 조정 필요""",5,"이주열, 한국은행 총재 '통화정책 완화 추가 조정' 주장"
339,ynat-v1_train_00788,개막전 선발 후보 류현진 22일 시범경기서 마지막 점검,1,"류현진, 22일 시범 경기서 선발 후보 마지막 검증"
340,ynat-v1_train_00790,"극적 역전승, 김종민 감독 한 세트만 따면 반전 오리라...",1,"김종민 감독, 한 세트 만큼 역전승  '반전 오리'?"
341,ynat-v1_train_00792,"대법원, 영원무역 비판 기사 한겨레 정정보도 및 손해배상 책임 없다",3,"대법원, 영원무역 기사에 대한 정정보도 및 손해배상 책임 없다"
342,ynat-v1_train_00793,책 읽는 여성의 흑역사 전혜린을 위한 변명,0,"전혜린, 책 읽는 여성의 어두운 역사 속에서"
343,ynat-v1_train_00795,내일 날씨 제주도·영동 아침까지 비...동해·남해 풍랑 주의,0,"제주-영동, 내일 아침까지 비... 동해·남해는 풍랑 주의"
344,ynat-v1_train_00798,"KT, 삼성전자, 퀄컴 국제표준 기반 5G 데이터 통신 성공",4,"KT, 삼성전자, 퀄컴이 5G 데이터 통신 국제표준 달성"
345,ynat-v1_train_00799,"한전 감사위원에 이성한 전 경찰청장, 조전혁 전 의원",3,"한전 감사위원 최종 후보에 이성, 조전혁 전 의원 경쟁"
346,ynat-v1_train_00802,구미공단 업체 경영계획 원달러 환율 1천133원,5,"구미공단, 업체 경영계획에 원달러 환율 1천133원 적용"
347,ynat-v1_train_00805,고용안정지원금 오프라인 신청 첫날...한숨 돌리게 됐어요,5,"고용안정지원금 오프라인 신청 시작, 이렇게 해야"
348,ynat-v1_train_00810,세계문화예술교육 주간 24일 개막...전국서 문화예술 행사,0,"문화예술 향유, 세계문화예술교육 주간 24일 시작"
349,ynat-v1_train_00811,금융감독원 공공기관 지정 피했다...5년 내 상위직 35%로 감축종합2보,3,"금융감독원, 공공기관 지정 피하고 5년 내 상위직 감축"
350,ynat-v1_train_00817,트럼프가 한사코 부인했는데...멀베이니가 우크라이나 대가성 인정종합,6,"트럼프 부인에도 멀베이니, 우크라이나 대가성 인정"
351,ynat-v1_train_00831,"이강인이 FK 골, U19 대표팀 스코틀랜드에 1-2 패배",1,"U19 대표팀, 스코틀랜드에 이강인 골에도 1-2 패배"
352,ynat-v1_train_00832,최지만 보스턴전 6호 솔로포 포함 멀티히트종합,1,"최지만, 보스턴전 솔로 등 멀티 히트 종합"
353,ynat-v1_train_00834,이탈리아 프랑스 정상 EU 난민 자동 배분 시스템 도입 합의,6,"EU, 이탈리아·프랑스 정상 주도로 난민 자동 배분 시스템 도입 합의"
354,ynat-v1_train_00839,북아프리카 스페인령 세우타 이슬람교회당에 괴한들 총격,6,"세우타 이슬람교회 사건, 괴한들의 총격으로 화제"
355,ynat-v1_train_00841,31년만의 취재 관련 언론사 압수수색...어수선한 채널A 종합,3,"채널A, 취재 관련 압수수색으로 31년 만에 언론사 처음으로 논란"
356,ynat-v1_train_00843,"경찰, 두산 이영하에 승부조작 제의한 브로커 수사 착수",1,"경찰, 두산 이영하 승부조작 의혹 브로커 사건 수사"
357,ynat-v1_train_00853,KT 더욱 작아지고 간결해진 AI TV 기가지니2 출시,4,"기가지니2, KT가 컴팩트하게 변신"
358,ynat-v1_train_00855,"오바마, '사드는 순수한 방어체계...北 위협 대응 위한 것' 속보",6,"오바마, 사드 '북한 위협에 대한 방어적 수단'"
359,ynat-v1_train_00857,교육의 틀 바꾼다...충북교육청 학사운영 등 대대적 재구조화,3,"충북교육청, 학사운영부터 시작하는 교육 전반 재편"
360,ynat-v1_train_00858,한국MS 윈도10 IoT 에디션 출시...B2B 공략,4,"한국MS, B2B 타겟 윈도10 IoT 에디션 발표"
361,ynat-v1_train_00861,특검 뇌물죄 수사 공식화...최순실 뇌물 피의자 조사,2,"특검, 최순실 등에 대한 뇌물죄 수사 공식화"
362,ynat-v1_train_00862,인공지능 컴퓨터 마침내 프로 바둑기사를 이기다,4,"AI, 프로 바둑 기사 꺾고 AI 시대 열다"
363,ynat-v1_train_00863,박건우 삭발은 인제 그만 올해는 초반부터 잘할 겁니다,1,"박건우, 삭발 이후 첫 무대로 '올해는 나서겠다'"
364,ynat-v1_train_00868,북적이는 송악산 선착장,0,붐비는 송악산 도착 지점
365,ynat-v1_train_00870,"여자배구 1순위 선수 디우프, 인삼공사 순위 끌어올리겠다",1,"디우프, 인삼공사 역약 나서려 '1위' 지점 향해"
366,ynat-v1_train_00878,늦어지고 있는 단풍...오대산·설악산은 절정종합,0,"단풍 정점, 오대산·설악산 놓치지 말아"
367,ynat-v1_train_00880,"홍콩 주둔 중국군 사령관, 극단 폭력 절대 용납 안 해 경고",6,"홍콩 중국군, 폭력 행위에 단호한 입장 재확인"
368,ynat-v1_train_00881,통일농구 방북단 귀환...조 조명균 체육교류 계속 이어질 것...,1,"통일농구팀 북한 귀환, 조명균 선수 체육교류 활성화 기대"
369,ynat-v1_train_00882,국립현대미술관 미술과 민주주의 화두로 국제 심포지엄,0,"국립현대미술관, 미술과 민주주의 주제로 국제 심포지엄 개최"
370,ynat-v1_train_00884,안전 위협하는 어린이보호구역 후진 차량,3,"어린이보호구역 내, 안전 우려 사항 낳는 후진 차량"
371,ynat-v1_train_00886,치안불안 아프리카 말리 새 총리에 시세 전 재무장관,6,"아프리카 말리, 치안 불안 속 재무장관 취임"
372,ynat-v1_train_00889,네이버 모바일 첫 화면 검색창 위주 개편...뉴스·실급검 뺀다종합,4,"네이버 모바일, 첫 화면 검색창 중심 개편… 뉴스 및 실급검 기능 없애"
373,ynat-v1_train_00897,특징주 삼성전자 엿새 만에 약세 전환,5,"삼성전자, 특징주 지위 이탈하며 5일 만에 약세"
374,ynat-v1_train_00901,LG유플러스 공식 온라인몰서 아이폰6 0원에 판매,4,"LG유플러스, 공식 온라인몰에서 아이폰6 무료 증정"
375,ynat-v1_train_00904,갤럭시S8 덱스 지원하는 최적화 오피스앱 출시,4,"갤럭시S8, 덱스와 호환되는 최적화된 오피스앱 등장"
376,ynat-v1_train_00905,"베어링운용, 증시 기초여건 우호적...위험요건은 상존",5,"베어링 운용, 증시 기본 환경 호전...불확실성 여전"
377,ynat-v1_train_00907,"부마항쟁단체, 文 후보에게 항쟁의 명예 세워달라고 요청",2,"부마항쟁단체, 文 후보에 '항쟁 영광' 선물 건의"
378,ynat-v1_train_00908,아시안게임 라오스 야구 스리랑카에 패배...짧지만 강렬한 경기,1,"아시안게임 야구, 라오스 스리랑카에 아슬아슬 극적 패배"
379,ynat-v1_train_00910,5기 방송통신위원회 정치 후견주의 극복하고 독립성 강화해야,3,"5기 방송통신위원회, 정치적 영향력 벗어나 독립성 강화 필요"
380,ynat-v1_train_00913,이란 핵합의서 한발 빼...저농축 우라늄 저장 한도 열흘 뒤 넘겨,6,"이란, 핵합의서 이행 또한 악화…저농축 우라늄 저장 한도 임박"
381,ynat-v1_train_00914,제6회 국제 주택 도시 금융 포럼,5,국제 주택도시금융포럼 개최
382,ynat-v1_train_00915,투표현장 권영진 대구시장 신명여중서 투표,2,"권영진 대구시장, 신명여중학교에서 투표"
383,ynat-v1_train_00919,홍윤식 청문회...총선관리·지방재정 등 정책질의 집중,2,"홍윤식 청문회, 총선 관리·지방 재정 등 정책 쟁점 심층 논의"
384,ynat-v1_train_00921,내일 날씨 찬바람 쌩쌩 불고 맹추위...서울 영하 8도,0,"오늘밤부터 서울, 영하 8도 강한 추위"
385,ynat-v1_train_00926,군부가 축출한 바시르 수단 전 대통령 교도소 수감,6,"수단 전 대통령 바시르, 군부 쿠데타 이후 교도소로"
386,ynat-v1_train_00927,게시판 LG유플러스 2018년 지속가능경영 보고서 발간,3,"LG유플러스, 2018년 지속가능 경영 실적 공개"
387,ynat-v1_train_00928,"홍준표, 황교안 선거권 없어...전대출마 자격 운운 난센스",2,"홍준표·황교안, 전대출마 자격 논란에 선거권 폐지 우려"
388,ynat-v1_train_00933,더위 식히는 장맛비...남부와 제주도 밤에 대부분 그쳐,0,장맛비로 더위 누적 완화...남부·제주도 밤 이후 시원
389,ynat-v1_train_00934,코스피 상승 출발...장중 1900선 돌파,5,"코스피, 장 중 1900선 돌파하며 상승세"
390,ynat-v1_train_00937,국민의당 당무위원회 진통,2,"국민의당, 당무위원회에서 어려움 겪고 있다"
391,ynat-v1_train_00938,빈자리 드문 세종 국무회의장,2,"세종 국무회의장, 희소성 보여"
392,ynat-v1_train_00940,MLB 유튜브에 후반기 13경기 생중계 콘텐츠 독점 제공,1,"MLB, 유튜브와 후반기 13경기 영상 독점 계약"
393,ynat-v1_train_00941,신간 잘못 알려진 미니스커트 경제학,0,"미니스커트 경제학, 오해 속 깊이"
394,ynat-v1_train_00942,日 언론 화웨이 스마트폰 부품 약 50% 한미일 기업에 의존,6,"화웨이, 스마트폰 부품 50% 한미일 공급업체 의존"
395,ynat-v1_train_00943,미래부 OECD 과학기술정책위원회 워크숍 개최,3,"OECD 과학기술 정책, 미래부·워크숍 통해 논의"
396,ynat-v1_train_00944,"박근혜 대통령, ""시련만큼 아프게 부모 잃어...안보 소명론으로 사드 호소"" (종합)",2,"박근혜 대통령, 부모상실에 깊은 슬픔… 안보 강화 위해 사드 필요성 재강조"
397,ynat-v1_train_00945,"우리 프랑스의 실종, 당신이 남긴 증오",0,프랑스에서 사라진 너와 나의 증오
398,ynat-v1_train_00948,경남 초등생 19만 명에게 세정제 등 위생 키트 제공 추진,3,"경남 초등학생, 세정제 및 위생품 키트 배부 계획"
399,ynat-v1_train_00951,美 매체 여성들이 김정은 싫어하는 이유 분석,6,"미 언론, 여성들의 김정은 인식 뒤이유 조사"
400,ynat-v1_train_00953,게시판 LG유플러스 8월까지 용산사옥서 구족화가 5인 특별전시회,0,"LG유플러스, 용산사옥에서 8월까지 '게시판 특별전시회' 개최"
401,ynat-v1_train_00954,류현진이 변했다...콜로라도전 앞두고 또 불펜 투구,1,"콜로라도 맞이 류현진, 불펜 연습 다시 시작"
402,ynat-v1_train_00955,오륙도 등대를 덮치는 거대한 파도,0,"오륙도, 파도에 휩싸이는 등대"
403,ynat-v1_train_00956,경북 4개 시·군 호우특보 해제...대부분 비 그쳐,0,경북 일부 지역 호우특보 해제…비 지속
404,ynat-v1_train_00957,MWC19에서 SK텔레콤 싱가포르 통신사 싱텔과 e스포츠 협력,4,"SK텔레콤, MWC19에서 싱가포르 싱텔과 e스포츠 파트너십"
405,ynat-v1_train_00959,중소기업이 일자리 29만 개 늘릴 때 대기업은 4만 개 줄였다,5,"중소기업, 일자리 창출 29만개…대기업은 4만개 감축"
406,ynat-v1_train_00965,추미애 전 법무부 장관이 검언유착 수사와 관련해 피의사실 공표 혐의로 고발됐다,2,"검언유착 수사, 추미애 전 법무부 장관 피의사실 공표 혐의로 고발"
407,ynat-v1_train_00971,한진그룹 세대교체 인사...조현아는 인사 명단서 빠져종합2보,5,"한진그룹, 세대교체 인사...조현아 재직  종합2보"
408,ynat-v1_train_00978,"신간 의사의 거짓말, 가짜 건강상식",0,"거짓 정보 퍼뜨리는 신간 의사, 문제 삼아"
409,ynat-v1_train_00982,회전 카메라 탑재한 갤럭시 A80 SKT 단독 출시...59만 9천 500원,4,"갤럭시 A80, SKT 단독 출시...회전 카메라 탑재 59만 9천 500원"
410,ynat-v1_train_00985,2026년 민간 우주개발시대 연다...달착륙은 2030년 목표,4,"민간 우주개발 활성화, 달착륙은 2030년에"
411,ynat-v1_train_00986,평양정상회담 남북은 하나,2,"남북, 평양에서 만나 '하나' 결론"
412,ynat-v1_train_00990,포틀랜드가 워싱턴을 꺾고 NBA 서부콘퍼런스 선두 도약,1,"포틀랜드, 워싱턴에 승리하며 서부콘퍼런스 1위 Grasp"
413,ynat-v1_train_00995,코스피 외국인·개인 팔자에 하락...사흘만에 2200 밑으로종합,5,"코스피, 외국인·개인 매각에 하락세… 2200p 아래로"
414,ynat-v1_train_01003,골프존 스크린골프 프랜차이즈 전환 시범 운영매장 모집,4,"스크린골프, 골프존에서 프랜차이즈 전환 시범 운영"
415,ynat-v1_train_01005,프로야구 LG 29일부터 일본 고치 마무리 훈련,1,"LG, 29일부터 일본 고치에서 마무리 훈련"
416,ynat-v1_train_01006,보고 들으며 즐기는 시...찾아가는 시문학 공연,0,"시, 소리로 느껴지다: 시문학 공연"
417,ynat-v1_train_01011,북한 개성공단 남측 인원 오후 5시 30분까지 추방 (3보),2,"북한, 개성공단 남측 관계자 오후 5시 30분까지 배출"
418,ynat-v1_train_01017,아시안게임 2연패 노리던 한국 남자농구 이란에 막혀...,1,"아시안게임, 한국남자농구 이란에 첫패"
419,ynat-v1_train_01027,SK브로드밴드 T멤버십 혜택 강화,5,"SK브로드밴드, T멤버십 이용자 맞춤형 혜택 확대"
420,ynat-v1_train_01030,거미손 센터 이선규 은퇴 선언...16년 선수 생활 마감,1,"이선규, 거미손 센터 은퇴 선언…프로 무대 16년 정리"
421,ynat-v1_train_01031,평양 정상회담 특별수행단 리용남과 면담,2,"리용남, 평양 정상회담 특별수행단 대표와 만나"
422,ynat-v1_train_01032,고대영 전 KBS 사장 해임 불복 소송냈지만 패소,3,"고대영, KBS 사장 해임에 불복 소송 결과 '패소'"
423,ynat-v1_train_01039,특징주 삼성SDI 실적 개선에 강세종합,5,"삼성SDI, 특징 주 실적 개선에 집중"
424,ynat-v1_train_01046,MLB 워싱턴 감독 총력전 선언 스트라스버그도 불펜 대기,1,"MLB 워싱턴, 감독 스트라스버그까지 동원하며 총력전"
425,ynat-v1_train_01048,한국디지털뉴스협회장에 양상우 한겨레 사장,3,"한겨레 사장 양상우, 한국디지털뉴스협회장에 취임"
426,ynat-v1_train_01050,포토에세이 6년 공사 끝내고 문 연 터키 최대 이슬람 사원 차르자,6,"6년 만에 완공, 터키 최대 이슬람 사원 '차르자' 문 열다"
427,ynat-v1_train_01057,"NEW 트렌드, 바람과 파도를 즐기는 또 다른 방법",0,"바람과 파도, 이제 이렇게 즐겨보세요"
428,ynat-v1_train_01060,1930년대 재즈클럽으로 변한 공연장,0,옛날 재즈클럽이 빛나는 공연장
429,ynat-v1_train_01064,네이버와 LG유플러스가 지체 장애인에게 AI 스피커와 음원 이용권을 전달,4,"네이버, LG유플러스 AI 스피커 및 음원 제공으로 지체 장애인 지원"
430,ynat-v1_train_01067,北 유엔 제재로 수출 막힌 석탄 발전에 사용...전력난 완화,2,"북한, 유엔 제재로 감소한 석탄 수출에 의존하는 발전 운영..."
431,ynat-v1_train_01071,해킹 원천차단하는 양자암호통신 국가시험망 개소,4,"양자암호통신, 해킹 차단 위해 국가시험망 가동"
432,ynat-v1_train_01075,이정현 골목상권 침해 정치권이 감시해야 (종합),2,"골목상권, 이정현 정치적 침해에 경각심"
433,ynat-v1_train_01076,프로축구 비디오판독 올해 K리그 챌린지로 확대할 듯,1,"K리그, 프로축구 비디오판독 시행범위 확대 전망"
434,ynat-v1_train_01077,"北 ""남조선 사드 배치하면 주변국의 1차적 타격 대상될 것""",2,"북한, 남한 사드 배치 시 주변국에 먼저 공격"
435,ynat-v1_train_01079,"증시 풍향계 트럼프의 보호무역, 자본시장 관점에선 개방 확대",5,"증시 분석, 트럼프 보호무역 정책 자본시장에 미치는 영향"
436,ynat-v1_train_01080,여자농구 KB국민은행 2018-2019 시즌권 11일부터 판매,1,"KB국민은행 여자농구, 신 sezon 시즌권 오픈"
437,ynat-v1_train_01083,이야기하는 김태년과 홍익표,1,"김태년, 홍익표와 대화"
438,ynat-v1_train_01087,세원셀론텍 콜라겐 이용 의료용 재료 특허 취득,5,"세원셀론텍, 콜라겐 활용 의료용 재료 특허 등록"
439,ynat-v1_train_01090,생각하기와 걷기는 닮았다... 신간 걷기 철학자의 생각법,0,"걷기 철학에 담긴 생각, 신간 '생각하기와 걷기'"
440,ynat-v1_train_01092,호날두 vs 메시 266번째 엘 클라시코가 온다,1,"266차 엘 클라시코, 호날두와 메시 대결"
441,ynat-v1_train_01097,황교안 오늘 세월호 일반인 희생자 5주기 추모제 참석,2,"황교안, 세월호 일반인 희생자 5주기 추모제서 애도"
442,ynat-v1_train_01100,오신환 준연동형 비례대표제 공수처 기소권 제한 대타협하자종합,2,"오신환, 준연동형 비례대표제 공수처 기소권 제한에 타협"
443,ynat-v1_train_01101,중부지방 21일부터 장마 영향권...내달 20일께 끝날 듯,0,"중부지방, 장마 영향권 지속…내달 20일 개선 전망"
444,ynat-v1_train_01103,"황희찬, 빅클럽 관심 받고 월드컵서 좋은 모습 펼쳐야",1,"황희찬, 월드컵 무대에서 명성 날리며 빅클럽 이적 기회 마련"
445,ynat-v1_train_01107,아시안게임 내전 아픔 속에 16강 진출한 시리아의 위로,1,"아시안게임, 내전 이겨낸 시리아 16강에 진출"
446,ynat-v1_train_01109,고3 확진자 나왔는데...부산서도 조마조마 3차 등교수업종합,3,"고3 확진자 발생에 부산서도 교육 불안 고조, 3차 등교수업 재검토"
447,ynat-v1_train_01110,7월 승률 1위 무르익는 삼성의 포스트시즌 진출 꿈,1,"삼성, 7월 승률 1위로 포스트시즌 눈앞"
448,ynat-v1_train_01111,일본 후쿠시마 원전 폭발 이재민 타지역 정착 늘었다,6,"후쿠시마 원전 사고 피해자, 타 지역 정착 현황 전반적 증가"
449,ynat-v1_train_01112,340만 인구에 의대 정원 겨우 76명...경남 의료 인력 확충하라,3,"경남, 340만 인구에 맞춰 의대 정원 확대 필요"
450,ynat-v1_train_01118,예탁원 증권박물관 서울학생배움터로 인증,5,"예탁원 증권박물관, 서울학생배움터 지정"
451,ynat-v1_train_01119,트럼프 배신 코언 의회 증언 연기...가족들 협박받아,6,"코언, 트럼프 배신 의혹 증언 연기…가족 협박 피해"
452,ynat-v1_train_01123,무릎 부상 즐라탄 시즌 아웃...내년 1월까지 출전 못해,1,"즐라탄, 무릎 부상으로 시즌 종료… 내년 1월 복귀 전망"
453,ynat-v1_train_01126,삼성증권 LG전자 성장 방향성 재평가...목표가 상향,5,"LG전자, 삼성증권 ‘성장 가능성’ 재확인... 목표가 상향 조정"
454,ynat-v1_train_01127,수묵 큰 잔치 첫 국제수묵비엔날레 9월 개막,0,"국제 수묵 전시, 9월 첫 국제수묵비엔날레 열려"
455,ynat-v1_train_01128,다음달 4∼7일 첫 민화전문 아트페어 열린다,0,"첫 민화 전문 아트 페어, 다음달 개최"
456,ynat-v1_train_01130,오준호 KAIST 교수 등 과학기술훈장 창조장 수상,3,"KAIST 오준호 교수, 과학기술훈장 창조장 수상"
457,ynat-v1_train_01132,"KT와 카스, NB-IoT 사업 협력을 위한 업무협약",4,"KT, 카스와 함께 NB-IoT 시장 진출"
458,ynat-v1_train_01133,클린턴 외교책사 북핵 6자회담 재개 신중해야,6,"북핵, 클린턴 외교책 시사하며 6자회담 재개에 신중"
459,ynat-v1_train_01134,美 국방 시리아 북동부 일부 병력 유전 인근 잔류 옵션 논의 중,6,"미 국방부, 시리아 북동부 병력 철수 보완 옵션 검토"
460,ynat-v1_train_01135,유영민 미래부장관 개혁 예고...새 술은 새 부대에,2,"유영민 장관, 미래 개혁 발표…새로운 술은 새 부대 창설"
461,ynat-v1_train_01136,"터키 에르도안, 미국이 F-35 안 팔면 다른 옵션 택할 것",6,"에르도안, F-35 거부 시 대체 무기 검토"
462,ynat-v1_train_01139,코스닥 진입 수월해진다...자본잠식 등 상장요건 개편,5,"코스닥, 자본잠식 등 상장 요건 완화"
463,ynat-v1_train_01148,18홈런 강백호 고졸 기록 넘어 신인 최다 홈런까지 겨냥,1,"강백호, 고졸 기록 경신하며 신인 홈런 최다 타이 달성 겨냥"
464,ynat-v1_train_01151,백두대간의 가을 하늘,0,가을 하늘 아래 백두대간
465,ynat-v1_train_01155,MBC 전 계약직 아나운서들 계약만료 통보는 부당해고,3,"MBC, 전 계약직 아나운서 계약 만료 통보 논란"
466,ynat-v1_train_01156,남북 북미 정상회담과 한반도 평화를 논하다,2,"북미 정상회담, 남북 간 한반도 평화 논의"
467,ynat-v1_train_01162,3·1운동 현장 지금은...독립운동유적지 위성영상 공개,3,"3·1 운동 현장, 위성 영상으로 밝혀진 독립유적지"
468,ynat-v1_train_01165,인텔이 BMW와 개발한 자율주행차,4,"BMW, 인텔과 함께 자율 주행 차량 개발"
469,ynat-v1_train_01166,내주 날씨 화요일까지 전국에 비...주 후반 찜통더위,0,"전국, 화요일까지 강수 주 후반 덥고 더위"
470,ynat-v1_train_01168,위민크로스DMZ 28일 남북 평화 기원 걷기행사,0,"위민크로스, DMZ에서 남북 평화 기원 걷기 행사 개최"
471,ynat-v1_train_01169,한국인보다 한국을 더 사랑한 호머 헐버트 박사,0,"호머 헐버트 박사, 한국에 대한 애정"
472,ynat-v1_train_01172,"게시판, 남아공관광청 관광 워크숍 개최",3,"남아공 관광박람회, 게시판에서 일환 개최"
473,ynat-v1_train_01174,주한미군사령관이 경례받는 문재인 대통령,2,"문재인 대통령, 주한미군사령관에게 경례"
474,ynat-v1_train_01175,네이버 이미지 검색 고도화...DB 2배 이상 확대,4,"네이버, 이미지 검색 기능 강화 위한 DB 규모 대폭 증가"
475,ynat-v1_train_01177,SKT 새 음악 플랫폼 플로 출시...AI 맞춤형 추천,4,"SKT, AI 기반 음악 스트리밍 플랫폼 '플로' 출시"
476,ynat-v1_train_01178,통신3사 5G 가입자 경쟁 불붙었다...LG V50 지원금 최대 77만원,4,"5G 가입자 확보 치열, 통신사 지원금 전쟁 확산"
477,ynat-v1_train_01180,행안위 18일 김창보 중앙선관위원 후보자 인사청문회 개최,2,"김창보, 행안위에서 중앙선관위원 후보자 인사청문"
478,ynat-v1_train_01187,"HDC현대산업개발, 부동산114 자회사로 편입",5,"HDC현대산업개발, 부동산 관련 114 자회사 통합"
479,ynat-v1_train_01188,중소벤처기업진흥공단 중소기업 제품 간접 광고·활성화 지원,3,"중소벤처기업진흥공단, 중소기업 제품 간접광고 및 활성화 지원"
480,ynat-v1_train_01190,미술소식 유동훈·이제원 사진전 기억 속의 푼크툼,0,"유동훈, 이제원 사진전 '기억 속 펑크' 선보인다"
481,ynat-v1_train_01194,이석수 특별감찰관 수사 의뢰에 대한 청와대 입장 전문,2,"이석수 특별감찰관 수사 의뢰, 청와대 측 입장은?"
482,ynat-v1_train_01196,LH 내년 전세임대주택 2만 1천 가구 공급,5,"LH, 내년 전세 임대주택 2만 1천 채 공개"
483,ynat-v1_train_01199,"영국 메이, 유럽의회 선거 전 브렉시트 합의안 의회 표결 희망",6,"메이, 유럽 의회 선거 앞두고 브렉시트 합의안 의결 노려"
