,Unnamed: 0,ID,target,text,re_text
307,699,ynat-v1_train_00699,6,러 우주 공간에 요격미사일 시스템 배치 말라 美에 경고,"美, 러 우주 공간 요격 미사일 시스템 배치에 경계"
308,702,ynat-v1_train_00702,0,비자나무는 모기퇴치제 옛 문헌 속 생물활용서 발간,"비자나무, 옛날 모기퇴치제로 활용된 생물활용서 출간"
309,705,ynat-v1_train_00705,2,민주 최저임금 후속책 마련 한국 대통령 공약 폐기하라종합,"민주당, 최저임금 후속책 논란에 한국 대통령 공약 폐기 시사"
310,708,ynat-v1_train_00708,5,필리핀 토지은행 리잘상업은행 한진중공업 주식 취득,"필리핀 토지은행, 리잘상업은행·한진중공업 주식 매수"
311,709,ynat-v1_train_00709,4,위클리 스마트 이산화탄소로 화학원료를 잎의 선물 인공광합성,"위클리 스마트, 인공광합성으로 화학원료 생산"
312,712,ynat-v1_train_00712,4,초신성 폭발 시간 만에 관측 최단기록,"초신성 폭발, 기록 타격! 관측 시간 최단"
313,713,ynat-v1_train_00713,5,한투 정부 정책방향 소폭 전환 경기하강 방어에 긍정적,"한투, 경기침체 대비 정책 조절"
314,716,ynat-v1_train_00716,6,이라크 반정부 시위 사망자 여명으로 늘어종합,"이라크 반정부 시위, 사망자 수 증가"
315,718,ynat-v1_train_00718,4,네이버 자율주행차 핵심센서 개발 이스라엘 기업에 투자,"네이버, 자율주행차 핵심센서 개발 위해 이스라엘 기업에 투자"
316,725,ynat-v1_train_00725,2,대북특사단 오전 시 평양 안착 시부터 회담 중 보,"대북특사단, 평양 도착 후 바로 북한과 회담"
317,727,ynat-v1_train_00727,0,벚꽃 와인 마시며 봄 즐기세요,"봄나들이, 벚꽃 와인 한잔"
318,728,ynat-v1_train_00728,4,기반 자율주행차 개발 텔레콤 인텔 협약,"인텔, 텔레콤과 손잡고 자율 주행차 기술 개발"
319,731,ynat-v1_train_00731,5,재벌닷컴 재벌 총수 자택 공시가격 상승,"재벌닷컴, 재벌총수 자택 공시가격 폭등"
320,734,ynat-v1_train_00734,0,장미의 이름 새 옷 입히니 젊은 독자 호응,"장미, 새롭게 변신하며 젊은 독자 사로잡다"
321,736,ynat-v1_train_00736,2,문 대통령 국정지지도 지난주보다 상승갤럽종합,"국민 여론, 문 대통령 국정지지도 지난주보다 상승"
322,737,ynat-v1_train_00737,6,北 외화벌이 기관들 무역허가권 확보 경쟁,"북한, 외화벌이 기관들의 무역 허가권 놓고 갈등 심화"
323,741,ynat-v1_train_00741,4,게시판 콘퍼런스 개최,게시판 컨퍼런스 진행
324,745,ynat-v1_train_00745,5,서울 표준주택 공시가 억 초과 고가주택 정밀 조준종합 보,"서울, 표준주택 공시가 억 초과 고가주택 정밀 조사 집중"
325,746,ynat-v1_train_00746,4,연세대 상용망 기반 연구 플랫폼 출범,"연세대학교, 상용망 활용 연구 플랫폼 도입"
326,748,ynat-v1_train_00748,4,대는 유튜브 세대 하루 회 분 본다,"대, 유튜브 시청 시간 1분 단위 분석"
327,750,ynat-v1_train_00750,1,오빠 감독 문경은 이상민 크리스마스에 점 슛 대결,"문경, 이상민과 크리스마스 특별 대결 '점 슛'"
328,753,ynat-v1_train_00753,3,춘천시 환경사업소 관련 기자회견,"춘천시, 환경사업소에 대한 설명"
329,754,ynat-v1_train_00754,6,미 대북정책 이란과 달랐다 전략적 인내가 핵실험 묵인,"미 대북정책, 이란과는 다른 전략적 인내로 핵실험 허용"
330,758,ynat-v1_train_00758,5,특징주 두산솔루스 분할상장 나흘째 상한가종합,"두산솔루스, 분할상장 4일째 상한가"
331,762,ynat-v1_train_00762,6,美하원 트럼프 탄핵안 내일 표결 여야 막판까지 대충돌종합,"美 하원, 트럼프 탄핵안 내일 표결…여야 치열한 논쟁"
332,764,ynat-v1_train_00764,0,내일날씨 새해 첫날 전국 가끔 구름 많음 아침 기온 영하 도,"새해 첫 날, 전국 곳곳에 구름 주목하세요"
333,769,ynat-v1_train_00769,4,원스토어 앱 유통 수수료 인하 까지,"원스토어, 앱 유통 수수료 하향 조정"
334,773,ynat-v1_train_00773,6,트럼프 주장대로 불법이민자 전원 추방시 미국 경제 축소,"트럼프, 불법 이민자 추방 시 미국 경제 침체 우려"
335,776,ynat-v1_train_00776,2,민주 평창올림픽 성공 개최 총력전 색깔론 한국당 맹공,"평창 올림픽 성공 개최, 민주당 총력전에 한국당 주도 공격"
336,777,ynat-v1_train_00777,0,창녕 도 육박 불볕더위 물놀이 여름축제로 더위 탈출종합,"창녕, 불볕더위 물놀이 여름축제 개최"
337,779,ynat-v1_train_00779,6,현대판 파라오 엘시시 이집트 마지막 독립언론도 겁박,"엘시시, 이집트 언론의 자유 또한 사라지나"
338,780,ynat-v1_train_00780,5,이주열 통화정책 완화정도 추가 조정 필요,"이주열, 통화정책 완화 수준 재점검 불필요성 주장"
339,788,ynat-v1_train_00788,1,개막전 선발 후보 류현진 일 시범경기서 마지막 점검,"류현진, 개막전 선발 후보로 시범경기서 마지막 평가"
340,790,ynat-v1_train_00790,1,극적 역전승 김종민 감독 한 세트만 따면 반전 오리라,"김종민 감독 '한 세트만' 극적 역전, 오리 진화"
341,792,ynat-v1_train_00792,5,대법 영원무역 비판기사 한겨레 정정보도 손배 책임없다,"대법, 영원무역 비판기사에 대한 한겨레 정정보도 손배 책임 부정"
342,793,ynat-v1_train_00793,0,책 읽는 여성의 흑역사 전혜린을 위한 변명,"전혜린, 책 읽던 모습에 대한 해명"
343,795,ynat-v1_train_00795,0,내일날씨 제주도 영동 아침까지 비 동해 남해 풍랑 주의,"제주 영동, 내일 아침까지 비  • 동해·남해 풍랑 주의"
344,798,ynat-v1_train_00798,4,삼성전자퀄컴 국제표준 기반 데이터 통신 성공,"삼성전자·퀄컴, 국제표준 5G 데이터 통신 공정 완료"
345,799,ynat-v1_train_00799,3,한전 감사위원에 이성한 전경찰청장 조전혁 전의원,"조전혁, 한전 감사위원에 선정"
346,802,ynat-v1_train_00802,5,구미공단 업체 경영계획 원달러 환율 천 원,"구미공단, 업체 경영 계획 '환율 1 달러 기준천원'"
347,805,ynat-v1_train_00805,5,고용안정지원금 오프라인 신청 첫날 한숨 돌리게 됐어요,"고용안정지원금 오프라인 신청, 첫날부터 불편 속"
348,810,ynat-v1_train_00810,0,세계문화예술교육 주간 일 개막 전국서 문화예술 행사,"전국, 세계문화예술교육 주간 맞이하며 문화예술 행사 개막"
349,811,ynat-v1_train_00811,5,금감원 공공기관 지정 피했다 년내 상위직 로 감축종합 보,"금감원, 공공기관 지정 피하고 상위직 감축"
350,817,ynat-v1_train_00817,6,트럼프가 한사코 부인했는데 멀베이니가 우크라 대가성 인정종합,"트럼프 부인, 멀베이니 우크라 대각성 인정"
351,831,ynat-v1_train_00831,1,이강인 골 대표팀 스코틀랜드에 패배,"스코틀랜드, 이강인 감독 리더는 격파"
352,832,ynat-v1_train_00832,1,최지만 보스턴전 호 솔로포 포함 멀티히트종합," 최지훈, 보스턴전에서 호 솔로포 포함 다득한 히트"
353,834,ynat-v1_train_00834,6,이탈리아프랑스 정상 난민 자동 배분 시스템 도입 합의,"이탈리아, 프랑스와 난민 자동 분배 시스템 채택"
354,839,ynat-v1_train_00839,6,북아프리카 스페인령 세우타 이슬람교회당에 괴한들 총격,"세우타 이슬람교회, 괴한들의 총격 피해"
355,841,ynat-v1_train_00841,3,년만의 취재 관련 언론사 압수수색 어수선한 채널 종합,"채널 종합, 년 만의 언론사 압수수색에 어려움"
356,843,ynat-v1_train_00843,1,경찰 두산 이영하에 승부조작 제의한 브로커 수사 착수,"경찰, 두산 이영하 승부조작 제의 브로커 사건 수사 본격화"
357,853,ynat-v1_train_00853,4,더욱 작아지고 간결해진 기가지니 출시,"새로운 세대 기가지니, 소형화 및 가벼운 디자인"
358,855,ynat-v1_train_00855,6,오바마 사드는 순수한 방어체계 北위협 대응 위한 것속보,"오바마 사드, 북위협 대응 목표로 건설된 순수 방어체계"
359,857,ynat-v1_train_00857,3,교육의 틀 바꾼다 충북교육청 학사운영 등 대대적 재구조화,"충북교육청, 교육 운영 새롭게 개편"
360,858,ynat-v1_train_00858,4,한국 윈도 에디션 출시 공략,"윈도 에디션, 한국 시장 점유율 확대 위해 공략"
361,861,ynat-v1_train_00861,2,특검 뇌물죄 수사 공식화 최순실 뇌물 피의자 조사,"최순실, 특검 뇌물죄 수사에 피의자로"
362,862,ynat-v1_train_00862,1,인공지능 컴퓨터 마침내 프로 바둑기사를 이기다,"AI 컴퓨터, 프로 바둑 기사에게 승리"
363,863,ynat-v1_train_00863,1,박건우 삭발은 인제 그만 올해는 초반부터 잘할 겁니다,"박건우, 올해 시즌 초반 '삭발' 이력 앞에  실패 없이 활약?"
364,868,ynat-v1_train_00868,0,북적이는 송악산 선착장,활기찬 송악산 도착지
365,870,ynat-v1_train_00870,1,여자배구 순위 디우프 인삼공사 순위 끌어올리겠다,"디우프, 인삼공사 배구팀 순위 상승 목표"
366,878,ynat-v1_train_00878,0,늦어지고 있는 단풍 오대산 설악산은 절정종합,"오대산·설악산, 단풍 절정 감상 놓치지 마세요"
367,880,ynat-v1_train_00880,6,홍콩 주둔 중국군 사령관 극단 폭력 절대 용납 안 해 경고,"홍콩 중국군,  '극단적 폭력 절대 용납 불가' 경고"
368,881,ynat-v1_train_00881,1,통일농구 방북단 귀환 조명균 체육교류 계속 이어질 것,"통일농구 방북단 귀환, 조명균 주도 체육교류 활성화"
369,882,ynat-v1_train_00882,0,국립현대미술관 미술과 민주주의 화두로 국제심포지엄,"국립현대미술관, 미술과 민주주의 주제 국제 심포지엄 개최"
370,884,ynat-v1_train_00884,3,안전 위협하는 어린이보호구역 후진 차량,"어린이 보호 구역, 안전 우려 속 후진 차량 주행"
371,886,ynat-v1_train_00886,6,치안불안 아프리카 말리 새 총리에 시세 전 재무장관,"말리, 치안 불안 속 시세  재무장관 새 총리로 임명"
372,889,ynat-v1_train_00889,4,네이버 모바일 첫 화면 검색창 위주 개편 뉴스 실급검 뺀다종합,"네이버 모바일 첫 화면, 검색창 중심 개편"
373,897,ynat-v1_train_00897,5,특징주 삼성전자 엿새 만에 약세 전환,"삼성전자, 특징 주 주가 반등 기대 깨고 엿새 만에 약세"
374,901,ynat-v1_train_00901,4,유플러스 공식 온라인몰서 아이폰 원에 판매,"아이폰 13, 유플러스 공식 온라인몰에서 출시"
375,904,ynat-v1_train_00904,4,갤럭시 덱스 지원하는 최적화 오피스앱 출시,갤럭시 덱스를 위한 최적화된 오피스 앱 공개
376,905,ynat-v1_train_00905,5,베어링운용 증시 기초여건 우호적 위험요건은 상존,"베어링 운용, 증시 기초 여건 호조 속 위험 요소 유지"
377,907,ynat-v1_train_00907,2,부마항쟁단체 文 후보에 항쟁의 명예 세워달라,"문 후보, 부마항쟁단체의 '항쟁 명예' 탄원"
378,908,ynat-v1_train_00908,1,아시안게임 라오스 야구 스리랑카에 패배 짧지만 강렬한,"아시안게임 라오스 야구, 스리랑카에 밀린다"
379,910,ynat-v1_train_00910,2,기 방통위 정치 후견주의 극복하고 독립성 강화해야,"방송통신위원회, 정치적 영향력 벗어나 독립성 강화 필요"
380,913,ynat-v1_train_00913,6,이란 핵합의서 한발빼 저농축 우라늄 저장한도 열흘뒤 넘겨,"이란, 핵합의서 한발빼 저농축 우라늄 저장한도 초과 임박"
381,914,ynat-v1_train_00914,5,제 회 국제주택도시금융포럼,국제 주택 도시 금융 포럼 개최
382,915,ynat-v1_train_00915,2,투표현장 권영진 대구시장 신명여중서 투표,"권영진 대구시장, 신명여중학교에서 투표"
383,919,ynat-v1_train_00919,2,홍윤식 청문회 총선관리 지방재정 등 정책질의 집중,"총선관리, 지방재정 등 홍윤식 청문회 정책 쟁점 집중"
384,921,ynat-v1_train_00921,0,내일날씨 찬바람 쌩쌩 불고 맹추위 서울 영하 도,"서울, 내일 영하로 추위 심화…찬바람 맹강"
385,926,ynat-v1_train_00926,6,군부가 축출한 바시르 수단 전 대통령 교도소 수감,"수단 전 대통령 바시르, 군부에 의해 감옥으로"
386,927,ynat-v1_train_00927,5,게시판 유플러스 년 지속가능경영 보고서 발간,"유플러스, 지속가능 경영 실태 공개"
387,928,ynat-v1_train_00928,2,홍준표 황교안 선거권 없어 전대출마 자격 운운 난센스,"홍준표·황교안, 전대출마 자격 논란 과열"
388,933,ynat-v1_train_00933,0,더위 식히는 장맛비 남부 제주도 밤에 대부분 그쳐,"남부, 제주도 장맛비로 야간 기온 낮춰"
389,934,ynat-v1_train_00934,5,보 코스피 상승 출발 장중 선 돌파,"코스피 오락 시작, 장중선 돌파"
390,937,ynat-v1_train_00937,2,국민의당 당무위 진통,"국민의당, 당무위와의 진통"
391,938,ynat-v1_train_00938,2,빈자리 드문 세종 국무회의장,"소규모 참석, 세종 국무회의장"
392,940,ynat-v1_train_00940,1,유튜브에 후반기 경기 생중계 콘텐츠 독점 제공,"후반기 경기, 유튜브에서 독점 생중계"
393,941,ynat-v1_train_00941,0,신간 잘못 알려진 미니스커트 경제학,미니스커트 경제학: 잘못 알려진 진실
394,942,ynat-v1_train_00942,6,日언론 화웨이 스마트폰 부품 약 한미일 기업에 의존,"화웨이, 스마트폰 부품 공급  한미일 기업 집중 의존"
395,943,ynat-v1_train_00943,3,미래부 과학기술정책위원회 워크숍 개최,"미래부, 과학기술 정책 논의 위한 워크숍 개최"
396,944,ynat-v1_train_00944,2,朴대통령 시릴만큼 아프게 부모잃어 안보소명론으로 사드호소종합,"부모상실에 깊은 애도하는 朴대통령, 안보·사드 강조"
397,945,ynat-v1_train_00945,6,프랑 어의 실종 당신이 남긴 증오,"프랑 어, 죽음에 남긴 당신의 증오"
398,948,ynat-v1_train_00948,3,경남 초등생 만명에게 세정제 등 위생 키트 제공 추진,"경남 초등학생, 세정제 등 위생 키트 지원 받음"
399,951,ynat-v1_train_00951,6,美매체 여성들이 김정은 싫어하는 이유 분석,"미디어, 여성들의 '김정은 불호' 이유 짚어"
400,953,ynat-v1_train_00953,0,게시판 월까지 용산사옥서 구족화가 인 특별전시회,"용산사옥, 월까지 특별전시로 구족화  "
401,954,ynat-v1_train_00954,1,류현진이 변했다 콜로라도전 앞두고 또 불펜 투구,"류현진, 콜로라도 맞이 전 불펜에서 활약"
402,955,ynat-v1_train_00955,0,오륙도등대를 덮치는 거대한 파도,"거대한 파도, 오륙도등대에 질주"
403,956,ynat-v1_train_00956,0,경북 개 시 군 호우특보 해제 대부분 비 그쳐,"경북, 개시군 호우특보 해제… 일부 지역 아직 비 지속"
404,957,ynat-v1_train_00957,4,텔레콤 싱가포르 통신사 싱텔과 스포츠 협력,"텔레콤, 싱텔과 스포츠 분야 협력"
405,959,ynat-v1_train_00959,5,중소기업이 일자리 만개 늘릴 때 대기업은 만개 줄였다,"대기업, 중소기업 일자리 증가에 반대로 만개 감축"
406,965,ynat-v1_train_00965,2,추미애 검언유착 수사 피의사실 공표 혐의로 고발돼,"추미애 검언유착 수사, 피의사실 공표 혐의로 고발"
407,971,ynat-v1_train_00971,5,한진그룹 세대교체 인사 조현아는 인사 명단서 빠져종합 보,"한진그룹, 세대교체 조정 아 현 인사 명단서 빠짐"
408,978,ynat-v1_train_00978,0,신간 의사의 거짓말 가짜 건강상식,가짜 건강상식에 빠진 신간 의사
409,982,ynat-v1_train_00982,4,회전 카메라 탑재한 갤럭시 단독출시 만 천 원,"삼성, 회전 카메라 장착 갤럭시 새 모델 천원 가격에 출시"
410,985,ynat-v1_train_00985,3,년 민간 우주개발시대 연다 달착륙은 년 목표종합,"민간 우주 개발 시대, 달 착륙 목표는  "
411,986,ynat-v1_train_00986,2,평양정상회담 남북은 하나,"남북, 평양 정상회담서 통합 노력"
412,990,ynat-v1_train_00990,1,포틀랜드 워싱턴 꺾고 서부콘퍼런스 선두 도약,"포틀랜드 역전승, 서부콘퍼런스 1위 확정"
413,995,ynat-v1_train_00995,5,코스피 외국인 개인 팔자에 하락 사흘만에 밑으로종합,"코스피, 외국인 개인 매도로 하락세 지속"
414,1003,ynat-v1_train_01003,1,골프존 스크린골프 프랜차이즈 전환 시범 운영매장 모집,"스크린골프, 골프존 프랜차이즈 전환 시범 운영 매장 찾고 있다"
415,1005,ynat-v1_train_01005,1,프로야구 일부터 일본 고치 마무리 훈련,"프로야구, 일정 조정 후 일본 고치에서 마무리 훈련"
416,1006,ynat-v1_train_01006,0,보고 들으며 즐기는 詩 찾아가는 시문학 공연,"시문학 공연, 듣고 따라하는 즐거움"
417,1011,ynat-v1_train_01011,3,북한 개성공단 남측인원 오후 시 분까지 추방 보,"개성공단, 남측 인원 오후 시점까지 퇴거"
418,1017,ynat-v1_train_01017,1,아시안게임 연패 노리던 한국 남자농구 이란에 막혀,"한국 남자농구, 아시안게임 연패 방지 위해 이란 맞선"
419,1027,ynat-v1_train_01027,4,브로드밴드 멤버십 혜택 강화,"브로드밴드, 회원 가입 혜택 확대"
420,1030,ynat-v1_train_01030,1,거미손 센터 이선규 은퇴 선언 년 선수 생활 마감,"이선규, 거미손 센터 은퇴하며 열년 선수 경력 마무리"
421,1031,ynat-v1_train_01031,2,평양정상회담정상회담 특별수행단 리용남과 면담,"평양 정상회담, 리용남 특별수행단과 면담"
422,1032,ynat-v1_train_01032,5,고대영 전 사장 해임 불복 소송냈지만 패소,"고대영 전 사장, 해임 불복 소송서 역시 진실"
423,1039,ynat-v1_train_01039,5,특징주 삼성 실적 개선에 강세종합,"삼성, 특징주 실적 호전에 주가 상승"
424,1046,ynat-v1_train_01046,1,워싱턴 감독 총력전 선언 스트라스버그도 불펜 대기,"워싱턴, 스트라스버그까지 총력 쏟는 선전"
425,1048,ynat-v1_train_01048,6,한국디지털뉴스협회장에 양상우 한겨레 사장,"한겨레 사장, 한국디지털뉴스협회장에 취임"
426,1050,ynat-v1_train_01050,6,포토에세이 년 공사 끝내고 문 연 터키 최대 이슬람 사원 참르자,"개장, 수리공사 완료된 터키 최대 이슬람 사원"
427,1057,ynat-v1_train_01057,0,트렌드 바람과 파도를 즐기는 또 다른 방법,"파도와 바람, 트렌디하게 만드는 또 다른 방법"
428,1060,ynat-v1_train_01060,0,년대 재즈클럽으로 변한 공연장,"옛 정취 살린 재즈극장, 공연장"
429,1064,ynat-v1_train_01064,4,네이버 지체 장애인에 스피커 음원 이용권 전달,"네이버, 지체 장애인에게 스피커 음원 접근성 제공"
430,1067,ynat-v1_train_01067,6,北 유엔제재로 수출막힌 석탄 발전에 사용 전력난 완화,"북한, 유엔제재로 어려움 겪는 수출석탄 발전에 전력난 완화"
431,1071,ynat-v1_train_01071,4,해킹 원천차단하는 양자암호통신 국가시험망 개소,"양자암호 통신, 해킹 차단 위해 국가 시험망 오픈"
432,1075,ynat-v1_train_01075,2,이정현 골목상권 침해 정치권이 감시해야종합,"이정현, 골목상권 침해에 정치권 관심집중"
433,1076,ynat-v1_train_01076,1,프로축구 비디오판독 올해 리그 챌린지로 확대할 듯,"비디오 판독, 프로축구 리그 챌린지에 도입 확대"
434,1077,ynat-v1_train_01077,2,北 남조선 사드 배치하면 주변국의 차적 타격 대상될 것,"사드 배치 시, 북한 '주변국 차적 타격' 경고"
435,1079,ynat-v1_train_01079,5,증시풍향계 트럼프의 보호무역 자본시장 관점에선 개방확대,"증시 트럼프 보호 무역, 자본 시장은 개방 확대"
436,1080,ynat-v1_train_01080,1,여자농구 국민은행 시즌권 일부터 판매,"국민은행, 여자농구 시즌권 1일부터 개최"
437,1083,ynat-v1_train_01083,1,이야기하는 김태년과 홍익표,"김태년, 홍익표와 대화"
438,1087,ynat-v1_train_01087,0,세원셀론텍 콜라겐 이용 의료용 재료 특허 취득,"세원셀론텍, 콜라겐 활용 의료용 소재 특허 등록"
439,1090,ynat-v1_train_01090,0,생각하기와 걷기는 닮았다 신간 걷기 철학자의 생각법,"신간 '걷기 철학'로, 사고방식과 걸음 솔선"
440,1092,ynat-v1_train_01092,1,호날두 메시 번째 엘클라시코가 온다,"경기 만번째, 호날두와 메시 맞대결"
441,1097,ynat-v1_train_01097,2,황교안 오늘 세월호 일반인 희생자 주기 추모제 참석,"황교안, 세월호 일반인 희생자를 위해 주기 추모"
442,1100,ynat-v1_train_01100,2,오신환 준연동형 비례대표제공수처 기소권 제한 대타협하자종합,"오신환, 준연동형 비례대표제공수처 기소권 제한 합의"
443,1101,ynat-v1_train_01101,0,중부지방 일부터 장마 영향권 내달 일께 끝날 듯,"내달 일일경, 중부지방 장마 영향권 종료 전망"
444,1103,ynat-v1_train_01103,1,황희찬 빅클럽 관심 월드컵서 좋은 모습 펼쳐야,"황희찬, 월드컵 무대에서 빅클럽 관심 사로잡아"
445,1107,ynat-v1_train_01107,1,아시안게임 내전 아픔 속에 강 진출한 시리아의 위,"아시안게임, 시리아의 역경 가운데 강력한 진출"
446,1109,ynat-v1_train_01109,3,고 확진자 나왔는데 부산서도 조마조마 차 등교수업종합,"부산, 확진자 출현에 등교 수업 조심"
447,1110,ynat-v1_train_01110,1,월 승률 위 무르익는 삼성의 진출 꿈,"삼성, 월승률 저조 속 끈기있는 역신전"
448,1111,ynat-v1_train_01111,6,일본 후쿠시마 원전폭발 이재민 타지역 정착 늘었다,"후쿠시마 원전 피해자,  타지역 이재민 정착 현황 심각"
449,1112,ynat-v1_train_01112,3,만 인구에 의대 정원 겨우 명 경남 의료 인력 확충하라,"경남, 만명 인구에 맞춰 의대 정원 명 확충 촉구"
450,1118,ynat-v1_train_01118,5,예탁원 증권박물관 서울학생배움터로 인증,"예탁원 증권박물관, 서울학생배움터 지정"
451,1119,ynat-v1_train_01119,6,트럼프 배신 코언 의회 증언 연기 가족들 협박받아,"코언, 트럼프 배신 의혹에 의회 증언 연기…가족 협박 논란"
452,1123,ynat-v1_train_01123,1,무릎 부상 즐라탄 시즌 아웃 내년 월까지 출전 못해,"즐라탄, 무릎 부상으로 시즌 종료…내년 월까지 복귀 불가"
453,1126,ynat-v1_train_01126,5,삼성증권 전자 성장 방향성 재평가 목표가,"삼성증권, 전자 부문 성장전략 새롭게 점검"
454,1127,ynat-v1_train_01127,0,수묵 큰 잔치 첫 국제수묵비엔날레 월 개막,"국제 수묵 아트 페스티벌, 첫 '대륙수묵비엔날레' 월 개막"
455,1128,ynat-v1_train_01128,0,다음달 일 첫 민화전문 아트페어 열린다,"일, 국내 최초 민화 전문 아트 페어 개최"
456,1130,ynat-v1_train_01130,3,오준호 교수 등 과학기술훈장 창조장 수상,"오준호 교수, 과학기술훈장 창조장 받아"
457,1132,ynat-v1_train_01132,5,카스 사업협력을 위한 업무협약,"카스, 사업 협력 위한 업무 협약 체결"
458,1133,ynat-v1_train_01133,2,클린턴 외교책사 북핵 자회담 재개 신중해야,"북핵, 클린턴 외교책 속 자회담 재개 시급성 논란"
459,1134,ynat-v1_train_01134,6,美국방 시리아 북동부 일부 병력 유전 인근 잔류옵션 논의 중,"미 국방, 시리아 북동부 병력 전략 검토·잔류 옵션 논의"
460,1135,ynat-v1_train_01135,2,유영민 미래부장관 개혁 예고 새 술은 새 부대에종합,"유영민 미래부장관, 개혁 대비 '새 술' 부대 조직"
461,1136,ynat-v1_train_01136,6,터키 에르도안 미국이 안 팔면 다른 옵션 택할 것,"에르도안, 미국 무기 거래 안 되면 대안 검토"
462,1139,ynat-v1_train_01139,5,코스닥 진입 수월해진다 자본잠식 등 상장요건 개편,"코스닥 상장, 자본잠식 완화와 요건 개편"
463,1148,ynat-v1_train_01148,1,홈런 강백호 고졸 기록 넘어 신인 최다 홈런까지 겨냥,"강백호, 고졸 홈런 기록 갈아치우고 신인 최다 홈런 목표"
464,1151,ynat-v1_train_01151,0,백두대간의 가을 하늘,가을 하늘 아래 백두대간
465,1155,ynat-v1_train_01155,3,전 계약직 아나운서들 계약만료 통보는 부당해고,"아나운서 계약 만료, 부당 해고 논란"
466,1156,ynat-v1_train_01156,2,남북 북미 정상회담과 한반도 평화를 논하다,"북미, 남북 정상 회담 통해 한반도 평화 논의"
467,1162,ynat-v1_train_01162,2,운동 현장 지금은 독립운동유적지 위성영상 공개,"독립운동유적지, 위성 영상 통해 드러나다"
468,1165,ynat-v1_train_01165,4,인텔이 와 개발한 자율주행차,인텔-와 함께 만든 자율주행차
469,1166,ynat-v1_train_01166,0,내주날씨 화요일까지 전국에 비 주 후반 찜통더위,"전국, 화요일까지 비 주 후반 심한 더위"
470,1168,ynat-v1_train_01168,0,위민크로스 일 남북 평화기원 걷기행사,"위민크로스, 남북평화 기원 걷기 행사 개최"
471,1169,ynat-v1_train_01169,0,한국인보다 한국을 더 사랑한 호모 헐버트 박사,"헐버트 박사, 한국에 대한 열정"
472,1172,ynat-v1_train_01172,3,게시판 남아공관광청 관광 워크숍 개최,"남아공관광청, 게시판 통해 관광 워크숍 안내"
473,1174,ynat-v1_train_01174,2,주한미군사령관 경례받는 문 대통령,"문 대통령, 주한미군 사령관에게 경례"
474,1175,ynat-v1_train_01175,4,네이버 이미지 검색 고도화 배 이상 확대,"네이버 이미지 검색, 품질 개선 및 기능 강화"
475,1177,ynat-v1_train_01177,4,새 음악 플랫폼 플로 출시 맞춤형 추천,"플로, 맞춤형 음악 추천 서비스로 등장"
476,1178,ynat-v1_train_01178,4,통신 사 가입자 경쟁 불붙었다 지원금 최대 만원,"통신사, 가입자 유치를 위해 지원금 100만원까지 지원"
477,1180,ynat-v1_train_01180,3,행안위 일 김창보 중앙선관위원 후보자 인사청문회 개최,"김창보, 행안위에서 중앙선관위원 후보 인사청문회"
478,1187,ynat-v1_train_01187,5,부동산 자회사로 편입,"자회사 통합, 부동산 분야 확장"
479,1188,ynat-v1_train_01188,5,중진공 중소기업 제품 간접 광고 활성화 지원,"중진공, 중소기업 제품 홍보 위한 간접광고 지원 확대"
480,1190,ynat-v1_train_01190,0,미술소식 유동훈 이제원 사진전 기억 속의 푼크툼,"이제원 유동훈, 기억 속에서 만나는 푼크툼 사진전"
481,1194,ynat-v1_train_01194,2,이석수 특별감찰관 수사 의뢰에 대한 청와대 입장 전문,"이석수 특별감찰관, 수사 의뢰에 대한 청와대 설명 요구"
482,1196,ynat-v1_train_01196,5,내년 전세임대주택 만 천가구 공급,"전세 임대주택, 내년에 만 건 상회 공급"
483,1199,ynat-v1_train_01199,6,英 메이 유럽의회 선거 전 브렉시트 합의안 의회 표결 희망,"메이, 브렉시트 합의안 발표 전 유럽 의회 선거 승리 노려"
484,1200,ynat-v1_train_01200,3,게시판 관광공사 대학생 안전여행 슬로건 공모전 개최,게시판 관광공사 주최 대학생 안전여행 슬로건 공모전 개최
485,1205,ynat-v1_train_01205,0,신간 여덟 개의 산 나의 마지막 대륙,마지막 대륙 여덟 개의 산 이야기
486,1206,ynat-v1_train_01206,1,외교부 송민순 회고록 관련 언급할 사안없어,"송민순 회고록, 외교부 '언급사항 없음'"
487,1207,ynat-v1_train_01207,4,내일부터 이통 약정요금할인율 로 상향종합,"이통 요금 할인율, 내일부터 상향 조정"
488,1208,ynat-v1_train_01208,2,김동연 최저임금 인간다운 삶 위한 것 장관들 한 목소리종합 보,"김동연, 최저임금 인상 '인간다운 삶' 주장"
489,1209,ynat-v1_train_01209,1,벤투호 아시안컵 조 최종전 상대 중국 에 도착,"벤투호, 아시안컵 조 최종전 중국 맞아 격돌"
490,1210,ynat-v1_train_01210,4,삼성전자 갤럭시 체험존 방문객 만명 넘었다,"삼성 갤럭시 체험존, 방문객 100만 돌파"
491,1212,ynat-v1_train_01212,6,美사우스캐롤라이나 공화경선 루비오 트럼프 대항마 되나,"루비오, 미국 남캐롤라이나 공화당 경선에서 트럼프에 대항할 수 있을까"
492,1213,ynat-v1_train_01213,3,경남도경남 도청 감사 갈등 경남 대표 사표,"경남 도청 감사 갈등, 대표 사표"
