ID,text,target,target_name,similarity
ynat-v1_train_01384,"북한, 군사적 긴장 고조 속 또 다른 로켓 엔진 시험 실시",2,정치,0.22375
ynat-v1_train_00170,축구 스타들을 끌어들여 팀에 734억 원의 가치를 제공합니다.,1,스포츠,0.24529
ynat-v1_train_01011,"개성공단, 남측 인원 오후 시점까지 퇴거",2,정치,0.2268
1575,통일농구 남북 단일팀 방북단 전원 귀환...조 조명균 체육교류 계속 잘 이어질 것...,1,스포츠,0.21594
ynat-v1_train_01841,"프럼파스트, 1억원 어치 자사주 시간외 거래 승인",5,경제,0.20652
1661,세계 수묵 큰 잔치 첫 국제수묵비엔날레 내년 9월 초 개막,0,생활문화,0.17566
620,미래·문화·환경 등 4∼6개 주요 부처 개각론 부상,2,정치,0.23155
ynat-v1_train_00459,미국 대통령이 북한과 일본의 무역 적자 문제를 해결하려고 한다.,6,세계,0.24561
871,국제유가·곡물가 하락...올해 농업경영비 3.3% 감소 예상 전망,5,경제,0.21502
ynat-v1_train_01726,"중국 기업, 한국 증시에서 상장폐지…완리 포함 10곳에",5,경제,0.20555
ynat-v1_train_02214,삼성은 Nx^H 기술을 갖춘 HG8 Plus 5000 시리즈를 판매하기 시작했습니다.,4,IT과학,0.27637
ynat-v1_train_02009,포스코 새로운 스마트 솔루션 개발 추진,4,IT과학,0.24234
ynat-v1_train_02453,"최저임금 인상안 두고 위원들 갈등, 회의 파행",2,정치,0.23333
ynat-v1_train_00457,인천 공립유치원 교사 근무 중 질병 얻어,3,사회,0.19574
ynat-v1_train_01285,미래는 게임 애플 삼성 신제품 출시 맞춰 게임 플랫폼 내놔,4,IT과학,0.25457
ynat-v1_train_02743,삼성전자 주주총회 2일 개최...8주주 발언 기대,5,경제,0.21664
ynat-v1_train_01017,"아시안게임, 한국남자농구 이란에 첫패",1,스포츠,0.20695
ynat-v1_train_01296,신간 백점은 육식동물 아빠가 5G는 야 curious,0,생활문화,0.22897
ynat-v1_train_01468,LGU+가 통신요금 인상으로 고금리 저축계좌 출시한다.,5,경제,0.26207
ynat-v1_train_02110,"이춘희, 경기민요 열창",0,생활문화,0.20079
ynat-v1_train_02774,교육계에서 학교폭력에 대한 대응을 강화하자... 학생들에 대한 처벌의 목소리는 더욱 커진다.,3,사회,0.23183
ynat-v1_train_01357,"교육계, 학교폭력 엄벌 요구 확산...학생들 목소리에 귀 기울이는 정부",3,사회,0.24021
ynat-v1_train_00419,"유엔총장, 시리아 휴전 '유효한 해법'  장기 노력 필요",6,세계,0.22212
407,대한항공 한진그룹 세대교체 인사...조현아는 인사 명단서 빠져종합2보,5,경제,0.19708
ynat-v1_train_00634,"근로자 휴가 지원 사업 참여, 강릉 컬링센터에서 바다부채길 관광",3,사회,0.19423
ynat-v1_train_00555,"서울시 공무원, 주점서 성희롱 난동 부리다 체포",3,사회,0.17692
ynat-v1_train_01644,"삼성이 5,000억 원 규모의 혁신 디스플레이 패널 계약을 체결한다.",5,경제,0.21515
ynat-v1_train_02014,신세계푸 분기 영 익 억원,5,경제,0.21512
1419,"이란 원자력청장 하산 포루스트란 ""우라늄 농축 농도 최대 5%까지 올릴 할 될 것""",6,세계,0.21837
276,베스트셀러 언어의 정원 차가운 온도 출간 7개월 만에 1위 올라,0,생활문화,0.2092
ynat-v1_train_00129,삼성전자 영업이익이 3분기 6조원으로 떨어지면서 투자자들의 우려가 커진다.,5,경제,0.2521
ynat-v1_train_00299,"사우디 왕세자, 미국 방문 중 유시엔조 지속 합의",6,세계,0.21022
ynat-v1_train_02259,"교육부, 학교 폭력 예방 프로그램 강화 발표",3,사회,0.21698
ynat-v1_train_00066,"El Clásico! 챔스 리그 강마드리드 더비, 레알-아틀레티코 승부",1,스포츠,0.23481
441,황교안 오늘 세월호 참사 및 일반인 희생자 5주기 추모제 참석,2,정치,0.22746
1712,"이미지스, 터치스크린 기반 압력센싱 장치 관련 특허권 취득",4,IT과학,0.21358
ynat-v1_train_02310,"프로야구 스타 김씨, 무릎 수술 후 첫 복귀 경기에서 팬들 환호",1,스포츠,0.24362
ynat-v1_train_02577,"국내에서 보고된 랜섬웨어 사례 4건, 5건 더 추가.",3,사회,0.19749
ynat-v1_train_00429,소프트웨어 최대 이슈 19도 날이 따뜻해져...중부 밤늦게 조금 비,0,생활문화,0.21745
ynat-v1_train_01192,"신경세포의 배신, 뇌 신경세포종 면역 치료를 위한 새로운 길.",4,IT과학,0.20205
ynat-v1_train_02534,"카카오엔터프라이즈, 국내 대표 기업형 IT 플랫폼 건설",4,IT과학,0.22757
ynat-v1_train_00407,"넷마블, 상장·신작 흥행에 기업 최초 특별 보너스 지급",5,경제,0.21552
ynat-v1_train_02574,박근혜 대통령이 4일 8명의 차관과 장관을 교체한다고 밝혔다.,2,정치,0.22815
ynat-v1_train_00092,삼성전자가 새로운 AI 기능을 탑재한 갤럭시 S9 양자 패키지를 공개한다.,4,IT과학,0.28555
ynat-v1_train_01903,"송철호 울산시장, 현 정부 정책 경청하겠다 발언",2,정치,0.2371
ynat-v1_train_00576,바흐 모테트 전곡 연주 박유신김현정 듀오 공연,0,생활문화,0.18531
1280,이날 홍남기 미래창조과학부 1차관 역시 서울혁신센터 등 방문,3,사회,0.18424
1860,웨어러블 로봇과 드론을 함께 이용한 이색 음악 창작 퍼포먼스 로봇나무,4,IT과학,0.20995
ynat-v1_train_02478,"오늘도 여전히 정선·의성 9.1도, 서울 8도...봄 날씨 지속",0,생활문화,0.21664
ynat-v1_train_00332,"충북과학고생, 과학전람회 대통령상 수상",3,사회,0.17893
ynat-v1_train_01523,배틀그라운즈 BBS 여름 환영 이벤트,4,IT과학,0.20268
ynat-v1_train_00653,"김희진, 라이트로 다시 올림픽 본선冲击",1,스포츠,0.22461
1025,인도 북부 휩쓴 슈퍼 사이클론 방글라데시 강타...최소 24명 사망·280만 대피종합,6,세계,0.1925
ynat-v1_train_02142,"터키-쿠르드 전쟁, 민간인 희생 증가로 국제사회 우려",6,세계,0.22473
ynat-v1_train_01048,한국디지털뉴스협회장에 양상우 한겨레 사장,3,사회,0.19054
ynat-v1_train_00119,"인터넷신문위원회, 언론분쟁 해결 위한 교육 실시",3,사회,0.21179
ynat-v1_train_02561,"르노삼성자동차, 2018년 파트너십 강화 위한 컨벤션 개최",3,사회,0.16319
ynat-v1_train_00513,軍 사이버도박 증가 추세 올해만 건 적발,3,사회,0.1708
ynat-v1_train_02339,"프랑스 하원의장, 마크롱 최측근 부패 의혹 재점화",6,세계,0.21359
ynat-v1_train_01671,상반기 매출 1위인 국내 기업으로 지속적으로 성장하고 있다.,0,생활문화,0.18861
ynat-v1_train_01615,"IT 기반 시설 142곳, 사이버테러 대비 강화 보안 점검",3,사회,0.17145
ynat-v1_train_00137,올해의연극 베스트 오른 옥상 밭 고추는 왜 재공연,0,생활문화,0.20814
ynat-v1_train_00140,"무등산, 올해 첫번째 얼음 출현",0,생활문화,0.2197
ynat-v1_train_00698,"1년 만의 귀환, 할머니는 죽지 않는다 출간",0,생활문화,0.22506
ynat-v1_train_00215,시민들의 뜨거운 관심에 따라 문화원에서 전시회 관람에 대한 열풍이 일어나고 있다.,0,생활문화,0.22193
ynat-v1_train_00608,삼성전자 255억 원 스플린터 제조 계약,5,경제,0.20633
ynat-v1_train_01389,"전주, 20대 여성 실종 사건…살해 피의자와 연관성 검토",3,사회,0.16277
ynat-v1_train_01404,제주국제합창축제 개막,0,생활문화,0.20419
1522,네이버 자율주행차 핵심 기술 및 센서 개발 이스라엘 기업에 첫 지분 투자,4,IT과학,0.2269
ynat-v1_train_01600,네이버와 '웨이플러스'는 이벤트가 가득 차 있다.,4,IT과학,0.24458
ynat-v1_train_01184,"로컬 리그 우승 후보 다저스, 감독 교체 후 상승세",1,스포츠,0.24994
ynat-v1_train_00467,유콘시스템 드론용 솔루션 개발 협력,4,IT과학,0.2266
ynat-v1_train_01764,토닉은 독일 회사와 300억 위안의 기본 계약을 체결하고... 미래 이동성의 혁신을 가속화합니다.,5,경제,0.22598
ynat-v1_train_01592,"톈궁 1호, 남태령 근처 추락... 과기부 위기 경보 해제",6,세계,0.20732
ynat-v1_train_01903,송철호 울산시장은 현 정부의 정책에 귀를 기울일 것이라고 말한다.,2,정치,0.23349
ynat-v1_train_02741,"축구의 전설, 새로운 리그 진입 선언... 4위에 대한 치열한 경쟁을 약속합니다.",1,스포츠,0.2657
13,서울에 다시 내려진 오존주의보...도심·서북·동북권 발령,0,생활문화,0.20721
ynat-v1_train_01709,"문재인, 금대통령 호남선 전략적 접근 ",2,정치,0.25776
ynat-v1_train_00875,"삼성전자, 혁신적 AI 기능 탑재한 G-x장 모델 출시",4,IT과학,0.2835
279,IoT로 쓰레기통 잘 관리해요,4,IT과학,0.23845
ynat-v1_train_01194,"이석수 특별감찰관, 수사 의뢰에 대한 청와대 설명 요구",2,정치,0.2278
ynat-v1_train_02491,전국 배터리 소비량 줄이는 기술 도입,4,IT과학,0.24687
ynat-v1_train_02616,제주도 산지에서는 폭우 경보가 내려지면서 비상 준비가 진행 중이다.,0,생활문화,0.19924
ynat-v1_train_00455,"박 장관, 내각 개편 시도...정치적 난관에 봉착",2,정치,0.25866
ynat-v1_train_02643,민주 늘 경 판결문 분 공개 대 민 토 도,2,정치,0.22387
ynat-v1_train_00855,"오바마 사드, 북위협 대응 목표로 건설된 순수 방어체계",6,세계,0.19668
ynat-v1_train_01499,"북한, '제재 명단' 올린 정부 비판",2,정치,0.23973
ynat-v1_train_02358,"프·존슨·쇼터 tn, 현대모비 q와 함께 새로운 시즌 개막",1,스포츠,0.22357
ynat-v1_train_01248,이미지스 터치스크린 압력센싱 장치 특허권 취득,4,IT과학,0.21885
ynat-v1_train_02223,"현대차, 8월 국내 매출 전년 동기 대비 17.6% 하락",5,경제,0.18739
ynat-v1_train_00118,러 우주로켓 충돌 피해 딛고 위성 정상운행,6,세계,0.20155
ynat-v1_train_00548,중국 국방부 장관이 SAD를 언급하면서 미국과의 군사 협력을 강화할 것이라고 암시했다.,6,세계,0.22916
ynat-v1_train_01431,피서는 동해안으로 강원지역 해수욕장 개장,0,생활문화,0.20593
ynat-v1_train_01438,"미래부, VR·AR 펀드 운용사로 케이큐브벤처스 선정",5,경제,0.20762
1560,이탈리아 프랑스 독일 정상 EU 난민 자동 분담금 배분 결정 시스템 연내 도입 합의,6,세계,0.21471
ynat-v1_train_00934,"코스피, 장 중 1900선 돌파하며 상승세",5,경제,0.21592
2394,삼성전자 갤S9 부진에 삼성 올해 갤럭시 스마트폰 2분기 주춤...영업익 2.7조,5,경제,0.20825
ynat-v1_train_01514,데이비스 점 뉴올리언스 8전 7에 보스턴 4연패 저지,1,스포츠,0.2064
1505,페이스북 읽는 시간 실시간 뉴스피드 랭킹에 자동 반영...낚시기사 지면 불이익,4,IT과학,0.20342
ynat-v1_train_00280,대통령 호 거소 방문 호 주석 본 으 부패 없어 것,2,정치,0.22738
ynat-v1_train_00249,"대통령, 새로운 전자정보 보호법으로 국가 안보 강화",2,정치,0.25114
ynat-v1_train_00499,"프로축구 스타 윤호영, 무릎 수술 비용 650만원 지원",1,스포츠,0.21791
ynat-v1_train_02645,"민주당, 전당대회서 새로운 지도부 출범",2,정치,0.23318
ynat-v1_train_02154,"I&안상회의, 반공화국 핵소동 모의판 개최 논란",2,정치,0.22704
1121,北 은 美 오만해 유조선 공격 배후 이란 지목...이란 파병하려 날조,6,세계,0.24336
ynat-v1_train_00066,"챔피언스리그 4강, 레알-아틀레티코 마드리드 더비 가열감",1,스포츠,0.25065
ynat-v1_train_00912,"전기차(EV) 상태 알려주는 앱 출시, 배터리 속 이용 가능 용량 표시",4,IT과학,0.25078
ynat-v1_train_01669,최유라 스캔들과 안종범 마사지샵 방문 논란이 확산되고 있다.,3,사회,0.19748
ynat-v1_train_02288,"월드컵 티켓 확보 전쟁 돌입, 지역별 경쟁 본격화...최소 5장 구매 필수",1,스포츠,0.2129
ynat-v1_train_00620,"정부, 북부 지역 시·군에 가뭄주의보 1시간 발령. 종합",0,생활문화,0.19521
1316,그런데 어느새 봄비 머금은 꽃망울,0,생활문화,0.20827
ynat-v1_train_00702,"비자나무, 옛날 모기퇴치제로 활용된 생물활용서 출간",0,생활문화,0.18985
ynat-v1_train_02051,"방문 판매 부상, 통신사 올해 다단계 초월",5,경제,0.24074
ynat-v1_train_00949,UAE와 사우디는 공동 방위 협정을 체결하고...중동 안보의 지리적 변화를 예측합니다.,6,세계,0.21485
ynat-v1_train_02467,"대전시, 내년 학교 급식비 인상...학생들 부담 증가 우려",3,사회,0.20187
ynat-v1_train_01350,"KIC6, 고효율 유기태양전지 개발 성공...기존 기술 대비 5배 성능 향상",4,IT과학,0.24591
2198,그래픽 전국 주택 매매 거래량 변동 및 추이,5,경제,0.2237
ynat-v1_train_00931,민주당 지도부와의 협력과 웬 대통령의 정책 실현 가속화가 기대된다.,2,정치,0.27054
ynat-v1_train_00458,"U-23, 맑은 날의 축구 경기에서 뛰어난 활약.",1,스포츠,0.24031
ynat-v1_train_02277,"골든스테이트, 커리-톰프슨 동맹 빛내며 연승",1,스포츠,0.23838
ynat-v1_train_00357,"남한강축제, 속초 해변 무더위 날리고 여행객 유치",0,생활문화,0.2146
717,바이오 산업 신성장 동력이지만 아직 투자 적고 성과도 미미 부족,5,경제,0.19808
ynat-v1_train_00668,"민주당, 5·18 모독 논란에 한국당 지속 공격…헌정 질서 '파괴' 주장",2,정치,0.21377
ynat-v1_train_01069,"LHEVK0 드론, 뉴욕 필름 페스티벌서 주목받는 신제품",4,IT과학,0.24505
ynat-v1_train_01829,정상회의 5개국 간 합의 발표...중국의 주요 역할.,6,세계,0.23587
ynat-v1_train_02444,"인기 가상화폐, 악성코드 유포...랜섬웨어 신고 급증",5,경제,0.22656
ynat-v1_train_00670,"Kt, 사이버 공격 대응팀 확대...BJ 반오 SAU 위협에 적극 대응",6,세계,0.19583
ynat-v1_train_01453,정치개혁특별위원회 서병수 위원장의 제안.,2,정치,0.26077
ynat-v1_train_01802,"폭설·한파, 전국 교통 마비 및 출근 지연 초래",0,생활문화,0.21053
ynat-v1_train_00010,오일 매력적인 모델들이 열을 올리며 약 3억 주가 고평가되고 있다,5,경제,0.22161
ynat-v1_train_01323,LG 박용택이 시즌 최다 안타 기록을 깨고 팀 승리를 이끌었다.,1,스포츠,0.24912
ynat-v1_train_00780,"이주열 한국은행 총재, 통화정책 완화추진에 '조정' 필요 주장",5,경제,0.19826
ynat-v1_train_01492,"국내·외 기업, 온라인 채용 설명회 진행",3,사회,0.19023
780,제주 4·3 아픔 고스란히 보듬는 아름다운 시집...꽃보다 먼저 다녀간 이름들,0,생활문화,0.20671
ynat-v1_train_00497,김영란법 영향으로 애플 아이폰 초청장 70명 제한,3,사회,0.19736
ynat-v1_train_02590,"LGU 인천공항 로밍서비스, 7회 연속 만족도 최고",4,IT과학,0.22412
ynat-v1_train_01679,농구화 한 번 쓰고 다시 들고 블록슛 성공,1,스포츠,0.25319
ynat-v1_train_01130,"KAIST 오준호 교수, 과학기술훈장 창조장 받음",3,사회,0.17829
ynat-v1_train_02667,북한은 선제적 핵무기 개발을 추구하고 있는데... 국제사회의 우려가 제기되고 있습니다.,6,세계,0.21902
ynat-v1_train_02041,유가·곡물가 하락세...농업경영비 올해 3.3% 감소 전망,5,경제,0.21474
ynat-v1_train_00684,"한양언론인상 수상, 임철순-이숙영",3,사회,0.17695
ynat-v1_train_01309,"삼성 갤노트, 미국 소비자 리뷰에서 스마트폰 평가",4,IT과학,0.22765
ynat-v1_train_01443,특검 도입에 대한 요구로 대통령과 야당 간 갈등이 심화되고 있다.,2,정치,0.28249
ynat-v1_train_01708,"북한, 집단 탈북 시도에 대한 강력한 대응... 국제사회의 강화된 압박",2,정치,0.24321
ynat-v1_train_01666,사물인터넷 보안 강화 위한 과학기술정보통신부 연구반 출범,4,IT과학,0.23161
ynat-v1_train_01232,"LG유플러스,  기기 파손 지원 강화",4,IT과학,0.23065
ynat-v1_train_00212,"안철수, 장애인 지원 정책 공개",2,정치,0.22211
ynat-v1_train_00256,"핑팡이 유아교육 강화를 위해 'Ge+Pan' 앱 공개, 교육 콘텐츠 시장 공략.",4,IT과학,0.22763
ynat-v1_train_02318,카이어 총리의 구엔수라 방문 이후 반대 반발이 나왔다.,6,세계,0.19039
ynat-v1_train_01921,미중 무역분쟁 빅뉴스 기대감에 원달러 환율 하락,5,경제,0.22748
ynat-v1_train_00543,"북부 해탬과 구즈 사이의 부처 생산, 그리고 관광객들이 그 뒤를 이었습니다.",0,생활문화,0.19969
ynat-v1_train_01001,라 멋 라 만연산 치 숲으로 순 힐 행,0,생활문화,0.2095
ynat-v1_train_00209,與몽니·누군지두 선거운동 참변 (P당 압박),2,정치,0.22481
ynat-v1_train_00620,시·군 전역에 기후변화 대비 1시간 긴급 주의보,0,생활문화,0.2033
ynat-v1_train_02461,"아베, 개헌 논의 필요성에 대한 선거서 질문 전략",6,세계,0.20484
ynat-v1_train_00556,모바일 콘텐츠 시장 강화를 위해 LGU+와 아프리카TV와 협력할 예정이다.,4,IT과학,0.24319
ynat-v1_train_00923,전국 500여 마을에 인터넷 대역폭을 확대할 수 있는 네트워크를 구축한다.,4,IT과학,0.21492
ynat-v1_train_00780,"이주열, 한국은행 총재 '통화정책 완화 추가 조정' 주장",5,경제,0.20191
ynat-v1_train_01307,"박 대통령, 북한 비핵화 우선 원칙 따라 국제 공조 강화 촉구",2,정치,0.27213
ynat-v1_train_01703,"DB금융투자, 반도건설과 4차 산업혁명 관련 사업 협력",5,경제,0.20897
1976,SKT KT 헬로모바일 어르신 대상 평생 통신비 반값 요금제 출시,4,IT과학,0.25162
ynat-v1_train_01037,최저 임금을 인상하라! 즉시 사용자 임금 인하를 폐기하라!,3,사회,0.2077
ynat-v1_train_00646,"삼성전자, 차세대 반도체 기술 발표로 글로벌 시장 선도",4,IT과학,0.28287
ynat-v1_train_02594,대한극장 극단 ‘예도’ 꽃다운 청춘 & 희망의 무대,0,생활문화,0.20585
ynat-v1_train_00496,"독립 운동가들의 삶과 업적에 대한 재조명, 역사 문서 발간.",0,생활문화,0.17749
ynat-v1_train_02497,"정선아리랑극, 아리 아라리를 통해 세계인에게 선보입니다",0,생활문화,0.20747
ynat-v1_train_02413,전 세계적으로 기후 변화에 대한 우려가 커지고 있어,6,세계,0.21166
ynat-v1_train_00358,"정부는 제2차 세계대전 이후 ""랜더스""에 대응할 것이다.",6,세계,0.19098
ynat-v1_train_00749,류현진이 마틴과 함께 한 숨으로 팀을 승리로 이끌고 있다.,1,스포츠,0.27526
ynat-v1_train_01446,토마스 트리플더블 삼성생명 국민은행 연승 막고 시즌 마감,1,스포츠,0.22847
382,투표현장 권영진 전 대구시장 신명여중서 투표,2,정치,0.2158
ynat-v1_train_01070,"화천 산천어 얼음 축제, 1,000만 명의 시선... 겨울 축제의 정점.",0,생활문화,0.21108
ynat-v1_train_02724,"안철수 대표 민주당 후신 정당, 전북 방문 간담회",2,정치,0.24442
ynat-v1_train_01159,"부산에서는 최대 42mm의 강우가 내릴 것이며, 내일까지 흐린 날씨와 바람이 불을 것입니다.",0,생활문화,0.18386
ynat-v1_train_01209,"벤투호, 아시안컵 C조 마지막 경기 앞두고 중국 UAE에 도착",1,스포츠,0.21659
ynat-v1_train_00839,"세우타 이슬람교회 사건, 괴한들의 총격으로 화제",6,세계,0.20988
ynat-v1_train_02224,"최지만, 타율 0.269로 두 경기 연속 안타 drought",1,스포츠,0.20901
ynat-v1_train_00595,"남아프리카, 기록적인 폭우로 인한 대규모 인명 피해 발생",6,세계,0.19048
ynat-v1_train_00388,인삼공사 이적생 트리오 알토란 활약 성공신화 예고,1,스포츠,0.24148
ynat-v1_train_02323,"스마트폰 비서 가이드북, 여행객에게 인기",4,IT과학,0.22947
ynat-v1_train_01822,"정부, 북한 비핵화 협상 재개 위해 외교적 노력 강화",2,정치,0.26184
ynat-v1_train_00475,왜 나타나요? 페이스북에서 알려주세요.,4,IT과학,0.21395
ynat-v1_train_02099,"세미콘 라이트, 직무 집행 가처분 피소",3,사회,0.19327
ynat-v1_train_00575,"참모 교체, 국정 안정 위한 청와대 단계적 쇄신 추진",2,정치,0.2551
ynat-v1_train_00225,점 박철 크게 더니 온몸에 쥐났어요,1,스포츠,0.21181
ynat-v1_train_00216,"G7 정상회의서 마크롱 대통령, 우크라이나 지원 방안 논의",6,세계,0.23272
ynat-v1_train_01626,"갤노트, 삼성  월 출시 시장 점유율 확보",4,IT과학,0.24068
ynat-v1_train_00261,與7위·혁신출신 박 대통령 발언 작용,2,정치,0.26566
ynat-v1_train_00427,"금융시장, 주가·환율 하락세로 이정",5,경제,0.22332
ynat-v1_train_02496,수호신 리베라 사상 최고의 4장타자로 MUB 명예의 전당 입성,1,스포츠,0.22695
ynat-v1_train_01565,축구 대표팀이 해외 투어를 떠나 아프리카 축구연맹과 딱딱한 경기를 펼친다.,1,스포츠,0.2171
ynat-v1_train_00607,"SKT, 트리페이로 태국 시장 진출",4,IT과학,0.23976
ynat-v1_train_00779,현대판 파라오 엘시시 이집트 마지막 독립언론도 겁박,6,세계,0.20839
ynat-v1_train_01343,대한항공과 삼성화재가 4연승을 달리고 있다.,1,스포츠,0.25168
ynat-v1_train_01099,"오바마, G7 정상회의 참석차 프랑스 방문",6,세계,0.23586
ynat-v1_train_01897,"L9이노텍, 직원 복지 개선 위해 새로운 인사제도 도입",3,사회,0.17975
ynat-v1_train_01973,"민주노총, 정부와 첫 협상 시작...노동정책 변화 기대",2,정치,0.25305
ynat-v1_train_01374,"조운석이 한진그룹 부사장, 대한항공 부사장으로 임명, 경영을 맡게 됐다. 혁신에 대한 기대감이 높아졌다.",5,경제,0.21201
ynat-v1_train_00968,대결 SI 켈리 두산 용찬 차 선발,1,스포츠,0.24008
ynat-v1_train_02200,"사진미술관, 새로운 전시회로 관람객 유치",0,생활문화,0.19756
ynat-v1_train_00521,마크롱 프랑스 대통령이 G7 정상회의에서 글로벌 경제 위기에 대응할 방안을 모색하고 있다.,6,세계,0.24211
ynat-v1_train_00912,"전기 자동차(EV)의 상태를 알려주는 앱 출시, 배터리의 사용 가능한 용량 표시.",4,IT과학,0.23103
2402,"인터뷰: 솔직히 난 류현진, 친구에게 연속 안타 맞는 다는 것 싫어해...승부는 냉정",1,스포츠,0.23274
ynat-v1_train_01374,한진그룹 조 대한항공 총괄 부사장에 선임,5,경제,0.19214
ynat-v1_train_01507,"강원지역, 무더위 지속...30도 넘는 고온으로 열대야",0,생활문화,0.20524
ynat-v1_train_00858,"한국MS, B2B 시장 공략 위한 윈도10 IoT 에디션 출시",4,IT과학,0.26186
ynat-v1_train_01074,문재인 대통령의 '현대 스타렉에 관심 갖기' 마힌드라를 기대합니다.,2,정치,0.27346
ynat-v1_train_01016,"오바마 대통령, 대규모 감원 발표...누적 적자 6210억 달러",6,세계,0.21772
ynat-v1_train_00621,프란치스코 교황 오는 일 난민 난민 조력자 위해 미사,6,세계,0.20185
ynat-v1_train_02199,"에콰도르 시위, 정부 반대 운동으로 혼란...50명 연행",6,세계,0.20604
ynat-v1_train_02508,"한국당, 대구시장·경북지사 후보 8일 발표",2,정치,0.21103
ynat-v1_train_01000,"與中진들, 혁신형 관리체제 도입 논의",2,정치,0.2296
ynat-v1_train_01408,문 대통령과 도지사들이 지방자치 강화를 위한 정책 조율에 나섭니다.,2,정치,0.26641
ynat-v1_train_00856,"사티아 나델라, 인터랙티브 신제품 발표...미래의 식품에 대해 논의합니다.",6,세계,0.18898
ynat-v1_train_00220,"삼성, 세계 스마트폰 시장 2분기 점유율 1위 유지…중국 기업 공격 심화",5,경제,0.22238
ynat-v1_train_00026,SK텔레콤 분기 영업이익 4천105억...21% 증가,5,경제,0.21554
ynat-v1_train_02025,박 대통령이 경제 활성화를 위한 대규모 인프라 투자를 발표한다.,2,정치,0.27353
ynat-v1_train_01993,롯데가 신제품 출시를 계기로 스포츠 마케팅을 강화하고 있다.,1,스포츠,0.21932
ynat-v1_train_02750,"AX 별들(KuXi(Kushi), KOS, Derm, Reha)을 이전합니다.",1,스포츠,0.20902
ynat-v1_train_01330,"사바시아, 특별한 45번 단 트라우트로 감동적인 MLB 올스타전",1,스포츠,0.23199
1394,사실 작년 우리나라 기상청 낙뢰 횟수 7월에만 18만 여 번...벼락 맞을 확률은,0,생활문화,0.18656
ynat-v1_train_01936,"연합이매진, 에메랄드 바다로 아름다운 끄라비 열대 낙원",0,생활문화,0.21741
ynat-v1_train_01959,"K-오피미우스 사건, 해외 숨은 자산 조사가 시작됐다.",0,생활문화,0.18068
ynat-v1_train_02780,"김정은, 남북 정상회담 앞두고 릴레이 토론 무대 올라",2,정치,0.2678
ynat-v1_train_01353,"타이타닉, 뮤지컬로 새롭게 등장",0,생활문화,0.21642
ynat-v1_train_00796,"스리랑카, 말라리아 예방 강화... 새로운 예방 로봇 소개",6,세계,0.19426
ynat-v1_train_01433,"정부, 주요 정책 방향 논의 위해 비서실장과 정무수석 회동",2,정치,0.24242
ynat-v1_train_00030,해외 로밍 수수료 폭탄이 더 빨리 터질 것이다.,4,IT과학,0.23712
ynat-v1_train_01317,네이 소상공 모바일홈 두로 연동 통합관리,4,IT과학,0.21994
ynat-v1_train_00277,"NHN엔터테인먼트, 2분기 영업익 149억원으로 전년 동기 대비 50% 상승",5,경제,0.19677
ynat-v1_train_02666,"예멘, 정부와 반군 지도자 간의 긴급 대화...평화 협상 재개 시도",6,세계,0.24579
2388,"도널드 트럼프 또 런던시장에 악감정 다시 표출...그는 이미 재앙, 그래서 새 시장 필요해",6,세계,0.22648
ynat-v1_train_02489,"북한, 오전 비 후 대체로 안개",0,생활문화,0.17808
ynat-v1_train_00246,"인도-파키스탄 긴장 고조, 군사 충돌 가능성 우려",6,세계,0.22268
ynat-v1_train_01088,미사에 일본이 주는 미로상과 우수상의 훌륭한 구성이다.,0,생활문화,0.18331
ynat-v1_train_00410,직장인 금융자문 받으세요 금감원 머니콘서트 개최,5,경제,0.18779
ynat-v1_train_02771,문재인 대북대사 후보로 나오는 것은 탈직제에 영향을 미칠 것이다.,2,정치,0.274
ynat-v1_train_02121,"사우디 석유 시설, 예멘 반군의 지속적인 공격 대상",6,세계,0.21726
ynat-v1_train_00507,"박근혜-오바마, 북핵 대응 위한 15분간긴급 통화",2,정치,0.27788
ynat-v1_train_00717,기중기 트 들 기 세계 최 용,0,생활문화,0.18269
ynat-v1_train_02356,"미국 훈풍 효과, 코스피 장중 2120선 돌파…코스닥 2% 상승",5,경제,0.22682
ynat-v1_train_01639,"PVC 제조공장 화재, 2억 5천만원 손실",5,경제,0.18378
ynat-v1_train_02664,"한투증권, 빙그레 폭염에 빙과 수요 우세",5,경제,0.20834
ynat-v1_train_01196,"전세 임대주택, 내년에 만 건 상회 공급",5,경제,0.18793
ynat-v1_train_01282,티센크륵의 영업이익은 올해 1분기 1억 유로 이상으로 15% 증가했다.,5,경제,0.21346
ynat-v1_train_02625,"갤럭시 S9 퀀텀, 자율주행로보틱스 연구로 업무 효율성 극대화",4,IT과학,0.278
ynat-v1_train_00543,"해넘이 명소 북Z, 올해도 인파 몰려...구z 사이로 또 한 해 마무리",0,생활문화,0.23024
ynat-v1_train_02226,청와대와 더불어민주당의 투표수표 사건으로 내부 갈등이 고조되고 있다.,2,정치,0.26673
ynat-v1_train_01134,"미 국방, 시리아 북동부 병력 전략 검토·잔류 옵션 논의",6,세계,0.21215
ynat-v1_train_02688,"호르무즈해협, 네덜란드-미국 연합 파병 초점",6,세계,0.23151
ynat-v1_train_01529,민주당 본부 대표 선거 회의,2,정치,0.2283
ynat-v1_train_00967,"제5T림문학상 수상자, 새로운 소설 발표로 문학계 주목",0,생활문화,0.20951
