text
"**""미래 직업 준비"": 중학교 진로 상담 시스템 전면 개편 추진**"
"**한국 자동차 산업 발전, 친환경 차량 기술 선도 국제적 경쟁력 확보**"
"**""우주 공간 활용"": 한국 우주 연구 프로그램 확대, 새로운 성장 동력 창출 목표**"
"**국내 IT 기업, 혁신적인 서비스 개발로 글로벌 시장 진출 가속화**"
"**금융시장 변동성 증가에 대한 국민 불안감 고조, 금리 인상 우려 속 투자 심리 소극적**"
"**""국내 경제 성장 잠재력"": 정부 주도의 사회 복지 제도 개선 추진으로 경제 활성화 기대**"
"**전 세계적으로 증가하는 스마트폰 사용, 디지털 프라이버시 보호 논쟁 심화**"
"**""사이버 공간 안전"": 온라인 범죄 예방 및 대응 위한 국제 협력 강화 필요성 제기**"
"**소셜 미디어 활용 확산에 따른 정보 오류 확산 우려, 정확한 정보 전달 시스템 구축 중요성 부각**"
"**""문화 교류"": 한국 영화 및 음악 등 문화 콘텐츠 해외 수출 증가, 국제적 인지도 상승**"
"**전통 예술 활성화 위한 노력, 새로운 미디어 플랫폼을 통한 전파 확대 추진**"
**한국 대학교육의 세계적인 경쟁력 강화를 위한 국제 협력 프로그램 확장**
"**""인공지능 윤리"": AI 기술 개발 및 활용에 대한 사회적 합의 도출 필요성 증대**"
"**전 세계적으로 증가하는 기후 변화 우려, 국가 간 탄소 배출량 감축 노력 강화**"
"**""생태계 보호"": 환경 오염 문제 해결을 위한 국제적 정책 협의 필요성 강조**"
"**기술 발전으로 인한 새로운 일자리 창출, 사회 변화에 대한 적응 방안 모색 필요**"
"**""지속 가능한 성장"": 경제 발전과 환경 보호의 양립 가능성 연구 활발**"
"**국내 농업 기술 개발 확대, 식량 안보 강화 및 국민 건강 증진 노력 기울임**"
"**""지역 특화 산업"": 지역 경제 활성화를 위한 새로운 사업 모델 개발 추진**"
"**전 세계적인 디지털 전환 추세 속, 온라인 교육 시스템 구축 및 개선 필요성 증대**"
**교육 과정 개혁을 통해 미래 사회에 대비한 역량 강화 노력 지속**
"**""사회적 책임"": 기업의 ESG 경영 활동 확산, 지속 가능한 발전 위한 사회 공헌 증대**"
"**새로운 의료 기술 개발 및 응용, 질병 예방 및 치료 효과 향상에 기여**"
"**""인간 중심의 기술"": 인공지능 기술 개발과 활용에 대한 윤리적 논의 강화**"
"**국내 첨단 과학 연구 분야 발전, 국제적인 경쟁력 확보 위한 투자 필요성 부각**"
"**""문화 다양성"": 사회 통합을 위한 다문화 정책 추진, 차별 및 편견 해소 노력 강화**"
"**국내 예술 분야 발전, 국제적 위상 제고를 위한 지원 확대 필요**"
"서울지역, 오늘은 비 온다. 일교차 주의 요구"
"국내 대기업, 지난달 실적 감소 전망 - 경제 불황 우려 증폭"
"김대중前 대통령, 6년간 건강 문제로 외과 치료 받아 재발 시행"
"이번 주말부터 서울시, 공원에서 금연 구역 확대 운영"
"한국 전력공사, 12월 가격 인상 결정 - 에너지 위기 심화"
"""우리 아이는 미래를 책임지는 세대다"": 교육 개혁 필요성 재점검 논의"
"북한, 최근 한 달 동안 국제 무역 거래량 급증 -  전문가 ""국경개방 시그널?"" 의견 나뉘네"
"올해 추석 대기, 한국 내선 항공권 가격 폭등 예상"
"'대학 진학과정' 과도한 경쟁 심화, 교육 전문가들 ""비판적 사고력 강조 필요"""
"LG전자, 스마트폰 시장 점유율 급감 -  경쟁사의 공격에 취약 부분 노출"
인공지능 기술 발전으로 인해 생산성 향상 가능성 높아
"국내 의료비 지출 증가 추세, 건강보험 재정 위기 우려 촉발"
"최근 한류 열풍 확산, 미국 및 유럽 지역에서 한국 문화에 대한 관심도 증가"
"한국 대학 연구자들, 신소재 개발 성공 - 에너지 효율성 향상 기대"
"K-pop 스타, 자선 활동 통해 사회적 책임 강조"
전 세계적으로 온라인 교육 플랫폼 이용 증가 - 코로나 확산 이후 변화 본격 추진
"자율주행 기술 개발 선두주 한국 기업들, 글로벌 시장 진출 촉도"
"북한, 최근 국제 사회와의 외교적 접촉 강화 - 평화 노력 재개 의지 표명?"
고령화 심화에 따른 돌봄 인력 부족 문제 심각해짐
"한국 정부, 온라인 범죄 예방을 위한 법 개정 추진"
금리 인상으로 주택 시장 불안감 고조 - 가계 소비 지출 감소 우려
"국내 IT 기업, 해외 진출 확대 - 글로벌 시장 공략 본격화"
"한중 관계 악화, 경제협력에 영향 - 국제 사회 관심 집중"
전쟁 상황 심각성에 대한 대비 강화 필요성 제기
"한국 과학자, 신약 개발 성공으로 희망적 발전 - 질병 치료 효과 기대"
"국내 영화 산업 활성화, 수입 박스오피스 성장세 지속"
음악 시장 변화 속에서 K-pop의 글로벌 인기 지속
인구 감소에 따른 사회 문제 심각해짐 - 국제 정책 논의 필요
"한국, 신재생에너지 개발 투자 확대 - 환경 보호 노력 강화"
전 세계적으로 극심한 기후 변화 우려 - 온실가스 감축 시행 필요성 증대
"미국-중국 갈등 심화, 국제정세 불안감 고조"
"한국, 국가 정보 보안 강화 조치 본격 추진"
"유럽 연합, 경제 위기 극복을 위한 정책 논의 진행"
한류 파급 효과 확대 - 한국 문화 콘텐츠 글로벌 시장 점유율 증가
"국내 자동차 산업, 친환경 자동차 개발에 집중"
"한국, 인공지능 기술 분야 선도 - 글로벌 경쟁 심화"
대학 교육 과정 개혁 논의 활발 - 시대 변화에 맞는 교육 모델 모색
국내 의료 기기 산업 성장세 지속 - 해외 진출 확대 추진
"사이버 공격 증가에 대비, 국가 사이버 보안 체계 강화 필요성 제기"
전 세계적으로 웰빙 트렌드 강화 - 건강 관리 시장 활성화
국내 금융시장 안정적인 운영을 위한 정부 노력 지속
"IT 기술 발전으로 인한 일자리 변화, 사회적 고용 문제 심각해짐"
"한국, 미래 전략 분야 투자 확대 - 첨단 기술 경쟁 우위 확보"
"국내 문화 예술 활성화, 다양한 콘텐츠 제작 지원"
전 세계적으로 에너지 문제 심각해짐 - 친환경 에너지 개발 필요성 증대
사회적 소외 계층 문제 해결을 위한 정부 정책 추진
"국내 기업, 기술 혁신을 통한 경쟁력 강화 노력"
고령 사회 맞춤형 서비스 개발 중요성 부각 - 사회복지 분야 변화 대비 필요
인공지능 활용으로 의료 서비스 질 향상 가능성 높아
"한국, 지속 가능한 발전을 위한 노력 강화"
"국내 게임 산업 성장세, 해외 진출 확대 추진"
온라인 커뮤니티 활성화 - 소통 및 정보 공유 플랫폼 역할 증가
"한국, 미래 기술 분야 국제적 협력 강화 - 글로벌 경쟁 심화"
국내 교육 시스템 개선을 위한 정책 논의 활발 - 학생 중심 교육 추진 필요성 제기
전 세계적으로 인구 고령화 심각해짐 - 사회 복지 시스템 강화 필요성 증대
"한국, 첨단 기술 분야 투자 확대 - 미래 경쟁력 확보 노력 지속"
국내 문화 콘텐츠 글로벌 시장 점유율 증가 - 한류 확산 지속
기후 변화 대비를 위한 국제 사회 공동 노력 필요성 강조
"한중 경제협력, 양국의 상호 이익 증대에 기여"
전 세계적으로 극심한 물 부족 문제 심각해짐 - 지속 가능한 자원 관리 시행 필요
"한국, 인공지능 연구 및 개발 분야 선도적 역할 강화"
"국내 의료 기술 발전, 질병 치료 효과 증대 기대"
온라인 교육 플랫폼 활용 확대 - 교육 접근성 향상에 기여
"한국, 환경 보호 노력을 통한 지속 가능한 사회 구축 목표 설정"
국내 금융시장 안정적인 운영 위해 정부 적극적인 지원 필요
인구 감소에 따른 사회 문제 해결을 위한 다양한 정책 추진 필요성 제기
전 세계적으로 디지털 전환 가속화 - IT 기술 분야 경쟁 심화
"한국, 첨단 산업 분야 투자 확대를 통한 경제 성장 촉진 노력 지속"
국내 교육 시스템 개혁 필요성 강조 - 학생 중심 교육 모델 추진 필요
사이버 공격 증가에 대비하여 국가 사이버 보안 체계 강화 필요
미래 기술 분야 국제적 협력 필요 - 글로벌 경쟁 심화 속에서 혁신 도모
"한국, 지속 가능한 발전을 위한 노력 지속 - 환경 보호 및 사회적 책임 강화"
"국내 기업, 기술 혁신을 통한 경쟁력 강화 노력 지속"
온라인 커뮤니티 활성화 - 소통 및 정보 공유 플랫폼 역할 증대
전 세계적으로 웰빙 트렌드 강화 - 건강 관리 시장 활성화
"한국, 인공지능 기술 분야 선도적 역할 강화 - 미래 사회 변화 주도"
국내 의료 서비스 질 향상을 위한 노력 지속 - 첨단 기술 도입 및 의료 전문가 양성
온라인 교육 플랫폼 활용 확대 - 교육 접근성 향상 및 개인 맞춤형 학습 제공
"한국, 친환경 에너지 개발 및 활용을 통한 지속 가능한 발전 목표 설정"
국내 금융 시장 안정적인 운영 위해 정부 적극적인 지원 필요
사이버 공격 증가에 대비하여 국가 사이버 보안 체계 강화 필요
미래 기술 분야 국제적 협력 강화 - 글로벌 문제 해결 및 혁신 도모
"한국, 인프라 구축 확대를 통한 경제 성장 및 일자리 창출 노력 지속"
국내 교육 시스템 개혁 필요성 강조 - 변화하는 사회 환경에 맞춘 교육 모델 추진
사회적 약자 지원을 위한 정책 추진 - 사회 통합 및 불평등 해소 노력
전 세계적으로 기후 변화 대비 노력 가속화 - 지속 가능한 발전 실현 위한 국제 협력 강화
"서울, 오늘도 PM2.5 집중 호흡기 질환자 증가 우려"
"전국 대학, 입시 과정 온라인화 추진"
한국 드라마 '○○'  미국 시청률 기록 경신
"중소기업, 코로나19 이후 회복 속도 둔화 심각성 고조"
"IMF, 한국 경제 성장 전망 하향 조정 논란"
"북한, 최근 인력 이동 증가 현상 관찰"
"유엔, 글로벌 기후변화 대응 위한 국제 협력 강조"
"새롭게 발견된 화성 바위 지표, 생명체 존재 가능성 시사"
"인공지능 기술, 의료 분야에 새로운 진전 가져온다"
"최첨단 반도체, 자동차 산업 혁신 주도"
금리 인상으로 부동산시장 투자 감소 추세
"전 세계 기후변화 영향, 해수면 상승과 가뭄 심화"
"국내 우주기술 발전, 첫 번째 위성 발사 성공"
"디지털 시대, 온라인 교육 트렌드 지속 확산"
"K-pop 음악, 세계적인 인기를 누리고 있습니다"
전국 주요 도시의 대중교통 체증 문제 심각화
"국내 소득 불평등, 해결 위한 정책 논의 활발 진행"
"청년들의 취업난, 고용 시장 변화에 따라 위기를 맞이"
"로봇 기술 개발 가속화, 산업 자동화 추세 강화"
"최신 기술로 보강된 국방력, 국가 안보 증진 기여"
"전 세계적인 에너지 공급 불안정 심화, 대체 에너지 연구 필요성 증대"
인공지능 도입으로 효율성 향상을 위한 기업들의 노력 가속화
"미래 사회 예측, 기술 발전과 사회 변화의 영향 분석"
"국내 문화산업, 세계 시장 진출 확대 노력 지속"
"빅데이터 분석, 맞춤형 서비스 제공 및 경쟁 우위 확보"
"유튜브 콘텐츠 제작자들, 새로운 소득 모델 모색하는 추세"
"개인정보 보호 강화 필요성, 디지털 시대의 중요한 과제"
"전 세계적인 농업 생산량 감소, 식량 안보 위협 증가"
"국내 의료 분야, 최첨단 기술 도입으로 질병 치료 효과 향상"
"인공지능 기반 진단 시스템 개발, 의료 서비스 질적 향상 도모"
"국민건강보험료 인하 논의, 경제 활성화와 국민 복지 간 균형 추구"
최신 기술을 이용한 환경 오염 문제 해결 위한 연구 노력 강화
"사회적 약자 지원 확대, 차별 해소 및 평등 사회 구축 필요성 제기"
"디지털 교육 접근성 향상, 모든 학생에게 동일한 기회 제공"
"인공지능 윤리 문제 논의, 기술 발전과 사회적 책임 사이의 균형 찾기"
"국내 창업 지원 정책 확대, 새로운 일자리 창출 및 경제 성장 촉진"
"전 세계적인 에너지 효율성 제고 노력, 지속 가능한 미래 추구"
"국제 사회, 글로벌 불평등 해결을 위한 협력 강화 필요성 대두"
"디지털 접근성 향상, 소외계층에게 기회 제공"
"국내 문화 콘텐츠, 세계적인 인기를 얻으며 국제적 위상 제고"
"최신 기술 활용, 도시 교통 문제 해결을 위한 노력 지속"
밀집도 증가로 인한 주거 불편 해소 방안 모색 필요성 증대
"국내 기업, 글로벌 시장 진출 확대를 위한 노력 가속화"
"국제 사회, 전 세계적인 환경 문제에 대한 적극적 대응 필요성 강조"
"유럽연합, Brexit 이후 미래 정책 방향 논의 활발 진행"
"미국 대선 시장, 2024년 선거 경쟁 심화 예상"
"중국 경제 성장둔화, 세계 경제에 영향 초래 우려 증가"
"북한, 국제 사회와의 외교 관계 개선 위한 노력 활발 진행"
"인공지능 기술, 의료 분야에서 질병 예측 및 치료 효과 극대화"
"한국 연구팀, 항암제 개발 성공으로 화두 주목"
"디지털 환경 속 개인정보 보호 중요성 강조, 새로운 법적 규정 필요성 논의"
"우주탐사, 인류 미래를 위한 새로운 과학 발견 기회 제공"
"최신 기술을 활용한 스마트 도시 구축 추진, 지속 가능한 미래 사회 건설"
"국내 대학, 첨단 기술 교육 프로그램 확대하여 산업 경쟁력 강화"
"국내 게임 산업, 글로벌 시장에서 경쟁력 확보 노력 지속"
"AI 기반 금융 서비스 개발, 맞춤형 투자 및 소비 지원 증가"
"전 세계적인 탈세 문제 심각성 고조, 국제 사회적 협력 강화 필요성 제기"
"국내 문화 콘텐츠 해외 진출 확대, 세계 시장 선점 노력 지속"
"K-Beauty, 전 세계적인 인기를 누리고 있는 한국의 대표적인 화장품 산업"
디지털 기술 도입으로 효율성 증대하고 고객 만족도 향상 위한 기업들의 노력 활발 진행
"전 세계적으로 에너지 사용량 증가, 재생 에너지 개발 필요성 강조"
인공지능 기술 이용하여 의료진의 진단 정확도 향상 및 질병 예측 가능성 제기
"국내 교육 시스템 개혁 논의 활발, 미래 사회에 대비한 역량 강화 노력 필요성 증대"
"사회적 거리두기 지침 완화, 코로나19 팬데믹 이후 일상생활 회복 추세"
"전 세계적인 인플레이션 문제 심각성 고조, 경제 불안감 전파 우려 증가"
국내 금융 시장 안정에 필요한 정책적 조치 논의 활발 진행
"기후변화 대응을 위한 국제적인 협력 강화 필요성 제기, 지속 가능한 발전 추구"
"로봇 기술 개발 가속화, 산업 자동화 및 생산성 향상에 기여"
디지털 전환 시대에 맞춰 디지털 역량을 키우는 교육 프로그램 확대 필요성 증대
"인공지능 윤리 문제 논의, 기술 발전과 사회적 책임 사이의 균형 찾기 위한 노력 강화"
"국내 문화 콘텐츠 산업 성장, 세계적인 위상을 확보하는 데 기여"
국제적인 협력을 통한 글로벌 문제 해결 노력 지속
"미래 사회를 위한 인재 양성 중요성 강조, 창의적 사고와 비판적 사고 능력 함양 필요성 제기"
전 세계적으로 증가하는 디지털 불평등 문제에 대한 해결 방안 모색
"국내 기업, 혁신적인 기술 개발과 미래 성장 동력 확보 노력 지속"
"사회적 책임을 실천하는 기업 활동 장려, 지속 가능한 사회 발전에 기여"
인공지능 기술의 윤리적 사용 및 사회적 영향에 대한 끊임없는 논의 필요성 강조
"국내 대학, 산학연계를 통해 실질적인 연구 성과 창출하고 미래 지식 경쟁력 확보 노력"
글로벌 시장에서 한국 기업의 경쟁력을 강화하기 위한 노력 지속
"인공지능 기술 활용하여 의료 분야에 혁신 이전, 질병 치료 효과 증대 및 환자 만족도 향상"
"사회적 불평등 해소를 위한 정책적 노력 강화, 공정한 사회 구현을 위해 노력"
지속 가능한 발전 목표 달성을 위한 국제적인 협력 강화 필요성 제기
"최근 주택 매매 가격 상승, 경제 전문가 ""높은 금리 영향 심각"""
"코로나19 백신 접종률 하락, 의료진 ""추가 확산 우려 증대"""
"서울시, 대중교통 이용자 수 급증에 맞춰 버스 노선 개편 추진"
"K팝 그룹 '블랙핑크', 세계 최고 음원 판매량 기록 경신"
영화 '기생충' 독일에서도 큰 사랑 받아 아카데미상 후보 지명 확정
"전국 학교, 디지털 교육 시스템 도입에 대한 부모 반대 목소리 증가"
"국민건강보험공단, 의료비 지출 감축 방안 논의 진행"
"북한, 최근 한때 불온세로 평가받던 개방 정책 재검토 전망"
"중국, 새로운 항공기 개발에 막대한 투자 예고"
"인공지능 기술 발전 속도 가속화, 관련 일자리 창출 및 윤리적 논쟁 심화"
"유럽 연합, 지구 온난화 대응을 위한 탄소 배출 감축 목표 강화"
"미국, 새로운 양미사일 시스템 개발 계획 발표"
"러시아-우크라이나 전쟁, 국제 사회의 평화적 해결 노력에 어려움 속해 나가고 있음"
"브라질, 아마존 우림 파괴 문제 심각성 인지, 재생 가능한 에너지 개발 확대 추진"
"세계적인 빈곤 현상 지속, 국제기구 ""공정 무역 및 글로벌 경제 불균형 해결 필요"""
"프랑스, 문화 예술 지원 확대 계획 발표"
"영국, 역사적 건축물 보존 및 복원 사업 추진"
"독일, 자동차 산업의 전환과 인공지능 기술 개발에 집중"
"일본, 노령화 사회 대응책 마련 위해 새로운 사회 안전망 구축 계획 발표"
"스위스, 자본주의와 공동체주의 사이에서 신뢰 기반 사회 형성 노력 지속"
"캐나다, 환경 보호 정책 강화 및 재생 에너지 투자 확대"
"호주, 첨단 기술 개발을 통한 경제 성장 추진"
"아르헨티나, 경제 위기 속에서 사회 불안 증가 우려"
"인도네시아, 정치적 안정성 확보 위해 대선 시스템 개혁 논의 진행"
"태국, 관광 산업 활성화를 통한 경제 회복 노력 지속"
"서울시청, 젊은층 주거 문제 해결 위한 공공임대주택 신규 건설 계획 발표"
"전라남도, 지역 특산품 활용한 관광 상품 개발 추진"
"경기도, 스마트 교육 시스템 구축을 통한 교육 질 향상 노력 강화"
"부산시, 해양 산업 확대와 관련된 인프라 투자 계획 발표"
"대구시, 미래 도시 개발을 위한 '스마트 city' 프로젝트 추진"
"광주시, 문화 예술 프로그램 확대 및 지역 문화 활성화 지원 강화"
"인천시, 항만 시설 확장과 국제 교류 활성화 노력 지속"
"전북도, 농업 생산성 향상을 위한 기술 도입 및 교육 프로그램 개발 추진"
"충남도, 지역 산업 경쟁력 강화를 위한 연구개발 투자 확대"
"충북도, 관광 특화 사업 추진 및 지역 경제 활성화 노력 지속"
"한국학자들이 발표한 최신 연구 결과, 암 치료 효과 향상에 기여할 것으로 전망"
"과학자들, 우주 탐사를 위한 새로운 로켓 엔진 개발 성공"
"인공지능 기술 활용, 의료 진단 정확도 향상 및 질병 예측 가능성 증대"
나노기술 연구 발전으로 신소재 개발 및 산업혁신 기여 예상
지구 온난화 대응을 위한 재생 에너지 기술 개발 가속화
"한국 전문가들, 환경 보호 정책에 대한 국제 협력 강조"
"한국, 유엔 평화유지군 참여 확대 계획 발표"
"세계 은행, 한국 경제 성장률 예상치 상향 조정"
"국내 기업, 해외 시장 진출 위한 투자 증가 추세"
"고등학교 학생들, 과학 및 기술 분야에 대한 관심 증가"
"대학교 입시, 경쟁 심화 속에서 개인 맞춤형 교육 프로그램 필요성 부각"
"교육부, 디지털 교육 환경 구축을 위한 지원 확대 계획 발표"
"국내 대학, 해외 명문대와 교류 프로그램 확대 및 인재 양성 노력 강화"
온라인 학습 플랫폼 이용 증가 추세 속에서 교육 질 향상 방안 논의 진행
"한국의 글로벌 기업, 기술 선도를 위한 연구 개발 투자 늘림"
"국내 스타트업, 혁신적인 기술 발전과 투자 유치 활성화"
"인공지능 기술 적용 분야 확대, 새로운 산업 창출 및 경제 성장 기여 예상"
"K-Beauty 열풍 지속, 해외 시장 진출을 위한 한국 화장품 업계의 노력 강화"
"한류 스타들의 활동 확대, 한국 문화 콘텐츠 세계적인 인지도 제고에 기여"
"한국 전통 음식, 건강 식단으로서 해외에서 큰 사랑 받으며 수출 증가 추세"
새로운 소재 개발로 인한 섬유 및 의류 산업의 변화
"국내 디자인 업계, 독창적인 스타일과 기술력을 바탕으로 글로벌 시장 진출 노력"
"디지털 콘텐츠 제작 및 유통 플랫폼 확대, 새로운 문화 트렌드 형성"
"한국 영화, 해외 영화제에서 수상 경력 증가하며 세계적 인지도 향상"
"한국의 전통 예술, 현대적 감각과 접목하여 새로운 표현 방식 개발"
세계적인 범죄 문제에 대한 국제 사회의 공동 노력 강화
국내 주요 도시에서 발생하는 교통 사고 감소 위한 안전 수칙 교육 확대
정보 보안 위협 증가 속에서 개인 정보 보호 기술 개발 및 관련 법규 강화 필요성 대두
"미디어의 정치적 편향 문제, 사회적 논란으로 이어지며 공정성 확보 위한 노력 필요"
사회 소통 플랫폼 발전과 함께 온라인 거리 폭력 예방 및 해결 방안 모색
미디어와 SNS의 영향력 증가 속에서 정보의 정확성 확인 중요성 강조
"국내 유튜버, 다양한 콘텐츠 제작 및 팬 커뮤니티 활동을 통한 사회적 영향력 확대"
"인플루언서 마케팅 시장 성장, 소비 트렌드에 대한 새로운 관점 제공"
다양한 문화 행사를 통해 지역 경제 활성화 및 사회 공동체 형성 노력
국내 다문화 가정 증가 추세 속에서 인종 차별 문제 해결을 위한 정책적 지원 필요
