,index,ID,text,target,target_name,source,similarity,predicted_value
408,1805,ynat-v1_train_00459,"독일 총리, 이탈리아와 디지털 혁신 프로젝트 협약 체결",2,정치,noisy,0.21504,6
409,1805,ynat-v1_train_00459,"영국 재무장관, 중국과의 금융 협력 확대 방안 논의",2,정치,noisy,0.21504,6
410,1805,ynat-v1_train_00459,"미국 총리, 프랑스에서 유럽 연합과 지속 가능한 에너지 협력 논의",2,정치,noisy,0.21504,6
411,1804,ynat-v1_train_00459,"일본-유럽연합, 환경 보호 정책 공조",2,정치,noisy,0.22103,6
412,1803,ynat-v1_train_00459,"독일, 인도에 친환경 전기차 기술 수출",2,정치,noisy,0.22504,6
413,1803,ynat-v1_train_00459,"동남아시아 국가들, 일본과 첨단 산업 파트너십 강화",2,정치,noisy,0.22504,6
414,1803,ynat-v1_train_00459,"프랑스, 호주와 항공우주 기술 공동 개발 착수",2,정치,noisy,0.22504,6
415,1803,ynat-v1_train_00459,"이탈리아, 캐나다와 의료 기술 공유 협정 맺어",2,정치,noisy,0.22504,6
416,1804,ynat-v1_train_00459,"미국-일본, 첨단 기술 협력 강화 논의",2,정치,noisy,0.22103,6
417,1804,ynat-v1_train_00459,"일본, 북한과 신규 경제 협력 방안 모색",2,정치,noisy,0.22103,6
418,1804,ynat-v1_train_00459,"미국 기업, 일본 시장 진출 확대 계획 발표",2,정치,noisy,0.22103,6
419,1804,ynat-v1_train_00459,"트럼프, 일본서 스타트업 생태계 탐방",2,정치,noisy,0.22103,6
420,1805,ynat-v1_train_00459,"캐나다 외교장관, 멕시코와 환경 보호 정책 협력 발표",2,정치,noisy,0.21504,6
421,1802,ynat-v1_train_00459,"미국-캐나다 파트너십 강화, 무역 협정 재논의",2,정치,noisy,0.22587,6
422,1807,ynat-v1_train_00459,아시아-태평양 정상회의서 새로운 무역협정 발표,2,정치,noisy,0.22093,6
423,1806,ynat-v1_train_00459,"남미 지도자, 캐나다에서 농업 발전 방안 협의",2,정치,noisy,0.2365,6
424,1802,ynat-v1_train_00459,트럼프 대통령은 일본 방문 중 북한과의 무역 적자에 대해 논의한다.,2,정치,noisy,0.22587,6
425,1803,ynat-v1_train_00459,트 日 베 동 하면 무기 무역적자 불 종,2,정치,noisy,0.22504,6
426,1804,ynat-v1_train_00459,"트럼프/일본 방문, 북한과의 무역 적자 논의 32",2,정치,noisy,0.22103,6
427,1805,ynat-v1_train_00459,"트럼프, 일본 방문 중 북한과 무역적자 문제 논의",2,정치,noisy,0.21504,6
428,1806,ynat-v1_train_00459,"미국 대통령, 일본서 북한 무역적자 해결 모색",2,정치,noisy,0.2365,6
429,1807,ynat-v1_train_00459,트럼프/ 일본 방문; 북한과 무역적자 문제 논의 32,2,정치,noisy,0.22093,6
430,1808,ynat-v1_train_00459,미국 대통령이 북한과 일본의 무역 적자 문제를 해결하려고 한다.,2,정치,noisy,0.26028,6
431,1808,ynat-v1_train_00459,"스페인과 말레이시아, 관광 산업 발전을 위한 협력 논의 시작",2,정치,noisy,0.26028,6
432,1802,ynat-v1_train_00459,"유럽연합, 디지털 혁신을 위한 새로운 정책 발표",2,정치,noisy,0.22587,6
433,1808,ynat-v1_train_00459,"영국과 호주, 어업 자원 관리를 위한 협력 강화",2,정치,noisy,0.26028,6
434,1808,ynat-v1_train_00459,"독일과 멕시코, 자동차 부품 무역 협상 돌입",2,정치,noisy,0.26028,6
435,1808,ynat-v1_train_00459,"프랑스와 브라질, 커피 수출량 급증으로 무역 재협상 돌입",2,정치,noisy,0.26028,6
436,1807,ynat-v1_train_00459,"캐나다-호주, 인공지능 협력 확대 방안 논의",2,정치,noisy,0.22093,6
437,1807,ynat-v1_train_00459,"인도, 중동 지역과 에너지 협력 강화를 위한 협정 서명",2,정치,noisy,0.22093,6
438,1806,ynat-v1_train_00459,"중동 지도자, 인도에서 에너지 협력 방안 논의",2,정치,noisy,0.2365,6
439,1807,ynat-v1_train_00459,"프랑스-독일, 환경 보호를 위한 공동 프로젝트 착수",2,정치,noisy,0.22093,6
440,1807,ynat-v1_train_00459,"미국 주요 기업 CEO, 유럽 순방 중 혁신 컨퍼런스 개최",2,정치,noisy,0.22093,6
441,1806,ynat-v1_train_00459,"인도 정부, 남아프리카에서 교육 교류 프로그램 시작",2,정치,noisy,0.2365,6
442,1808,ynat-v1_train_00459,"캐나다와 인도, 청정 에너지 기술 교환 협정 체결",2,정치,noisy,0.26028,6
443,1806,ynat-v1_train_00459,"아시아 정상, 호주에서 기술 혁신 전략 회의",2,정치,noisy,0.2365,6
444,1813,ynat-v1_train_00460,철 되는 산불피 주 보 자리,3,사회,noisy,0.17686,0
445,1813,ynat-v1_train_00460,"도심 속 힐링 공원 개장, 시민들의 웃음꽃 피다",3,사회,noisy,0.17686,0
446,1813,ynat-v1_train_00460,"신예 작가, 첫 장편소설 출간으로 문단의 화제를 불러일으키다",3,사회,noisy,0.17686,0
447,1813,ynat-v1_train_00460,"친환경 스타트업, 혁신적인 재활용 기술로 주목받아",3,사회,noisy,0.17686,0
448,1813,ynat-v1_train_00460,"국제 영화제, 대한민국 감독의 새로운 작품이 황금종이상을 수상하다",3,사회,noisy,0.17686,0
449,1813,ynat-v1_train_00460,"현지 농장, 유기농 채소 수확에 박차를 가해 지역 상생 모델로 자리매김",3,사회,noisy,0.17686,0
450,1844,ynat-v1_train_00470,애플 올 출 개,4,IT과학,noisy,0.25471,5
451,1844,ynat-v1_train_00470,"페이스북, 소셜 미디어 통합 플랫폼 발표로 사용자 경험 개선",4,IT과학,noisy,0.25471,5
452,1844,ynat-v1_train_00470,"구글, AI 혁신으로 새로운 차원의 검색 기능 발표",4,IT과학,noisy,0.25471,5
453,1844,ynat-v1_train_00470,"아마존, 자율 배송 로봇 도입으로 물류 혁신 가속화",4,IT과학,noisy,0.25471,5
454,1844,ynat-v1_train_00470,"메타, 차세대 가상현실 헤드셋 발표회 개최",4,IT과학,noisy,0.25471,5
455,1844,ynat-v1_train_00470,"마이크로소프트, 클라우드 서비스 업데이트로 기업 업무 효율성 증대",4,IT과학,noisy,0.25471,5
456,1865,ynat-v1_train_00475,"KT, 프리미엄 데이터 플랜 가입자 위한 특별 저금리 저축 상품 출시",4,IT과학,noisy,0.26452,5
457,1865,ynat-v1_train_00475,LGU+ 통신요금 4만원 이상 고객 대상 고금리 적금 출시,4,IT과학,noisy,0.26452,5
458,1865,ynat-v1_train_00475,"SK텔레콤, 스마트 홈 서비스 이용 고객에게 맞춤형 금융 상품 제공",4,IT과학,noisy,0.26452,5
459,1865,ynat-v1_train_00475,"헬로 모바일, 대학생 고객 대상 혁신적인 하이브리드 적금 프로그램 도입",4,IT과학,noisy,0.26452,5
460,1865,ynat-v1_train_00475,"LG유플러스의 새로운 핀테크 연계 저축 상품, 고객 반응 기대",4,IT과학,noisy,0.26452,5
461,1865,ynat-v1_train_00475,"에릭슨 텔레콤, 디지털 경제 활성화를 위한 금융 협력 프로그램 발표",4,IT과학,noisy,0.26452,5
462,1908,ynat-v1_train_00483,정상회의 균 심각 한 목소리 낸다,6,세계,noisy,0.24439,2
463,1908,ynat-v1_train_00483,"IT 업계, AI 윤리 문제로 긴급 회의 개최",6,세계,noisy,0.24439,2
464,1908,ynat-v1_train_00483,"국제교육기구, 교육 격차 해소 위한 온라인 포럼 개최",6,세계,noisy,0.24439,2
465,1908,ynat-v1_train_00483,"금융감독원, 가상화폐 규제 강화 논의",6,세계,noisy,0.24439,2
466,1908,ynat-v1_train_00483,"노동조합, 노동 조건 개선을 위한 전국 파업 선언",6,세계,noisy,0.24439,2
467,1908,ynat-v1_train_00483,"환경단체, 플라스틱 사용량 감축 촉구 시위",6,세계,noisy,0.24439,2
468,1987,ynat-v1_train_00498,"시즌 초반 감독 교체 요구, 팀 사기 회복 난항",0,생활문화,noisy,0.20547,1
469,1987,ynat-v1_train_00498,"베테랑 지도자, 부진한 성적으로 신뢰 위기 직면",0,생활문화,noisy,0.20547,1
470,1987,ynat-v1_train_00498,"팀 트레이너의 연속 패배, 선수들 사기에 큰 영향",0,생활문화,noisy,0.20547,1
471,1987,ynat-v1_train_00498,"명장, 8주 연속 패전 기록에 팬들 실망 커져",0,생활문화,noisy,0.20547,1
472,1987,ynat-v1_train_00498,"유명 트레이너, 연속 패배로 팀 사기 저하 위기",0,생활문화,noisy,0.20547,1
473,1987,ynat-v1_train_00498,"베테랑 코치, 6주 동안 패배, 팀 사기 낮추기.",0,생활문화,noisy,0.20547,1
474,2058,ynat-v1_train_00514,글로벌 환경 포럼서 재생 에너지 기술 혁신 사례 공유,3,사회,noisy,0.16394,0
475,2058,ynat-v1_train_00514,UN 기후 변화 대응 회의에서 주요 기업들 지속 가능성 혁신 발표,3,사회,noisy,0.16394,0
476,2058,ynat-v1_train_00514,"유럽 연합, 탄소 중립 달성을 위한 신기술 투자 확대",3,사회,noisy,0.16394,0
477,2058,ynat-v1_train_00514,"세계 은행, 지속 가능 발전을 위한 글로벌 협력 방안 발표",3,사회,noisy,0.16394,0
478,2058,ynat-v1_train_00514,"인천 국제 환경 회의, 글로벌 기업들의 친환경 기술 소개",3,사회,noisy,0.16394,0
479,2058,ynat-v1_train_00514,그린 스타트업 대회에서 해외 투자자들의 큰 관심 끌다,3,사회,noisy,0.16394,0
480,2105,ynat-v1_train_00523,LGU+ G6와 삼성 갤럭시 S8이 동영상 서비스 시장을 선도하고 있다.,5,경제,noisy,0.22035,4
481,2106,ynat-v1_train_00523,성 갤 제치고 영상 위종합,5,경제,noisy,0.19834,4
482,2104,ynat-v1_train_00523,"소비자들, 최신 비디오 플레이어로 추천받은 스마트폰 공개",5,경제,noisy,0.21189,4
483,2102,ynat-v1_train_00523,"LGU+ G6, 성 갤S8 넘어서며 영상 서비스 시장 선두로",5,경제,noisy,0.22213,4
484,2101,ynat-v1_train_00523,LGU+ G6와 삼성 갤럭시 S8이 동영상에서 1위를 공유합니다.,5,경제,noisy,0.21,4
485,2106,ynat-v1_train_00523,"국제 요리 경연대회, 한국인 셰프의 혁신적인 메뉴 발표",5,경제,noisy,0.19834,4
486,2106,ynat-v1_train_00523,세계 마라톤 대회에서 새로운 기록 수립,5,경제,noisy,0.19834,4
487,2105,ynat-v1_train_00523,"디즈니+, 독점 콘텐츠로 글로벌 구독자 급증",5,경제,noisy,0.22035,4
488,2105,ynat-v1_train_00523,"아마존 프라임 비디오, 오리지널 시리즈로 상승세",5,경제,noisy,0.22035,4
489,2105,ynat-v1_train_00523,"디스커버리+, 프리미엄 영화 라인업으로 시청자 유치",5,경제,noisy,0.22035,4
490,2105,ynat-v1_train_00523,"넷플릭스, 새로운 VR 콘텐츠로 시장 혁신",5,경제,noisy,0.22035,4
491,2105,ynat-v1_train_00523,"애플, 최신 아이폰으로 스트리밍 전쟁 선도",5,경제,noisy,0.22035,4
492,2104,ynat-v1_train_00523,"LGU+ G6, 성 갤S8 제치고 영상 1위 등극",5,경제,noisy,0.21189,4
493,2103,ynat-v1_train_00523,LG G6 성 갤S8 제치고 영상 1위종합,5,경제,noisy,0.18546,4
494,2104,ynat-v1_train_00523,"차세대 스마트폰, 고화질 영상 서비스 제공으로 큰 인기 얻어",5,경제,noisy,0.21189,4
495,2103,ynat-v1_train_00523,"소니 A7 IV, 전문촬영 성능으로 카메라 시장 재도약",5,경제,noisy,0.18546,4
496,2101,ynat-v1_train_00523,"소비자 관심, 스마트폰의 영상 품질 향상에 집중돼",5,경제,noisy,0.21,4
497,2106,ynat-v1_train_00523,"영화제 시상식, 아시아 감독들의 작품이 두각",5,경제,noisy,0.19834,4
498,2104,ynat-v1_train_00523,"영상 콘텐츠 최적화한 최신 스마트폰, 시장 점유율 급증",5,경제,noisy,0.21189,4
499,2104,ynat-v1_train_00523,"새로운 스마트폰 모델, HD 비디오 재생 능력으로 사용자 만족도 1위 기록",5,경제,noisy,0.21189,4
500,2104,ynat-v1_train_00523,"삼성 갤럭시 S9, 최대 스트리밍 플랫폼과 협력해 영상 시청률 1위 달성",5,경제,noisy,0.21189,4
501,2103,ynat-v1_train_00523,"구글 픽셀 6, AI 카메라 기능으로 사진 품질 업그레이드",5,경제,noisy,0.18546,4
502,2103,ynat-v1_train_00523,"마이크로소프트 서피스 듀오, 휴대성과 성능 겸비한 듀얼 스크린 스마트폰",5,경제,noisy,0.18546,4
503,2106,ynat-v1_train_00523,"국제 패션 위크, 유럽 디자이너들의 독창적인 컬렉션 공개",5,경제,noisy,0.19834,4
504,2101,ynat-v1_train_00523,"최신 스마트폰, 동영상 촬영 성능 비교 결과 발표",5,경제,noisy,0.21,4
505,2103,ynat-v1_train_00523,"아이폰14 프로, 저조도 촬영 능력으로 카메라 경쟁 선도",5,경제,noisy,0.18546,4
506,2102,ynat-v1_train_00523,"CJ ENM, 웹툰을 결합한 몰입형 영상 콘텐츠 개발 발표",5,경제,noisy,0.22213,4
507,2102,ynat-v1_train_00523,"SKT, 5G 기술로 차세대 영상 스트리밍 서비스 혁신 주도",5,경제,noisy,0.22213,4
508,2101,ynat-v1_train_00523,"스마트폰 시장, 카메라 성능 우위 다툼 격화",5,경제,noisy,0.21,4
509,2101,ynat-v1_train_00523,"최신 스마트폰, 고품질 동영상 촬영 경쟁 치열",5,경제,noisy,0.21,4
510,2102,ynat-v1_train_00523,"KT, AI 기반 콘텐츠 플랫폼으로 미디어 시장 점령",5,경제,noisy,0.22213,4
511,2102,ynat-v1_train_00523,"애플 TV+, HBO 맥스와 경쟁하며 가입자 수 기록 경신",5,경제,noisy,0.22213,4
512,2102,ynat-v1_train_00523,"넷플릭스, 디즈니+와 협력해 새로운 스트리밍 서비스 출시",5,경제,noisy,0.22213,4
513,2106,ynat-v1_train_00523,"글로벌 IT 콘퍼런스, 최신 기술 트렌드 소개",5,경제,noisy,0.19834,4
514,2103,ynat-v1_train_00523,"삼성 갤노트10, 연속 촬영 1위로 카메라 혁신 인정",5,경제,noisy,0.18546,4
515,2101,ynat-v1_train_00523,"최신 기종, 영상 콘텐츠 생산 능력으로 주목",5,경제,noisy,0.21,4
516,2204,ynat-v1_train_00541,"육상 올림픽 대표팀, 박예림 선수 발탁으로 전력 강화",0,생활문화,noisy,0.174,1
517,2199,ynat-v1_train_00541,"월드컵 예비 명단, 신예 선수들 대활약 예고",0,생활문화,noisy,0.18657,1
518,2199,ynat-v1_train_00541,"프로 축구 리그, 신인 드래프트 흥행 예상",0,생활문화,noisy,0.18657,1
519,2199,ynat-v1_train_00541,"스포츠 명예의 전당, 새로운 얼굴들 추가",0,생활문화,noisy,0.18657,1
520,2199,ynat-v1_train_00541,"유럽 축구 챔피언십, 신예 스타들의 비상 준비 중",0,생활문화,noisy,0.18657,1
521,2203,ynat-v1_train_00541,"국문협, U상에 임훈 감독 선임...K리그 전술 혁신 예고",0,생활문화,noisy,0.18225,1
522,2200,ynat-v1_train_00541,임훈 국가대표팀 감독 및 U-up...K리그 전략 혁신 예고.,0,생활문화,noisy,0.1975,1
523,2199,ynat-v1_train_00541,올림픽 대표팀 선발과 박예림의 선발로 강화했다.,0,생활문화,noisy,0.18657,1
524,2204,ynat-v1_train_00541,"국제 항공업계, 차세대 우주 여행 계획 발표",0,생활문화,noisy,0.174,1
525,2204,ynat-v1_train_00541,"세계적인 영화제, 아시아 신인 감독상 수여",0,생활문화,noisy,0.174,1
526,2204,ynat-v1_train_00541,"국제 미술 비엔날레, 새로운 현대미술 작품 공개",0,생활문화,noisy,0.174,1
527,2204,ynat-v1_train_00541,"로봇 기업, 차세대 AI 기술 공개로 시장 화제",0,생활문화,noisy,0.174,1
528,2203,ynat-v1_train_00541,"국립공원관리공단, 자연 보호 캠페인 시작...큰 반향",0,생활문화,noisy,0.18225,1
529,2203,ynat-v1_train_00541,"국립 도서관, 문학 축제로 지역사회와 소통",0,생활문화,noisy,0.18225,1
530,2203,ynat-v1_train_00541,"한국 유네스코 본부, 교육 혁신 프로젝트 출범",0,생활문화,noisy,0.18225,1
531,2199,ynat-v1_train_00541,"국제 농구 연맹, 젊은 선수들의 첫 글로벌 무대 도전",0,생활문화,noisy,0.18657,1
532,2203,ynat-v1_train_00541,"국립 박물관, 전통 공예 전시회 재개...반응 폭발",0,생활문화,noisy,0.18225,1
533,2203,ynat-v1_train_00541,"새 국립극장장, 다문화 공연 프로그램 도입 발표",0,생활문화,noisy,0.18225,1
534,2200,ynat-v1_train_00541,"라틴 아메리카 축구, 새로운 코칭 철학으로 팬들 열광",0,생활문화,noisy,0.1975,1
535,2200,ynat-v1_train_00541,"축구 월드컵 예선, 아시아 팀들의 혁신적인 훈련 방식 주목",0,생활문화,noisy,0.1975,1
536,2200,ynat-v1_train_00541,"북미 야구리그, 젊은 선수 육성 프로그램 확대",0,생활문화,noisy,0.1975,1
537,2200,ynat-v1_train_00541,"미국 NFL 팀, 디지털 마케팅 전략 대폭 개편",0,생활문화,noisy,0.1975,1
538,2200,ynat-v1_train_00541,"유럽 축구 연맹, 새로운 전술 도입으로 리그 경쟁력 강화",0,생활문화,noisy,0.1975,1
539,2204,ynat-v1_train_00541,"글로벌 에너지 기업, 친환경 재생에너지 프로젝트 착수",0,생활문화,noisy,0.174,1
540,2250,ynat-v1_train_00551,"프랑스-독일, 방위 협력 확대 방안 모색",2,정치,noisy,0.19762,6
541,2250,ynat-v1_train_00551,호주-캐나다 합동 훈련 계획 발표,2,정치,noisy,0.19762,6
542,2250,ynat-v1_train_00551,"NATO, 신세대 군사 기술 도입 논의",2,정치,noisy,0.19762,6
543,2250,ynat-v1_train_00551,"미-영 동맹, 한반도 방위 전략 재평가",2,정치,noisy,0.19762,6
544,2250,ynat-v1_train_00551,"유럽연합, 미국-한국 군사 훈련 강화 방안 논의",2,정치,noisy,0.19762,6
545,2250,ynat-v1_train_00551,미국-한국 훈련과 관련된 협력 방법 5가지에 대해 토론합니다... 국방부의 진술 컴파일,2,정치,noisy,0.19762,6
546,2321,ynat-v1_train_00565,"마이크로소프트, AI 기반 업무 보조 소프트웨어 출시",4,IT과학,noisy,0.3126,5
547,2321,ynat-v1_train_00565,IBM의 인공지능 솔루션으로 기업 생산성 향상 프로젝트,4,IT과학,noisy,0.3126,5
548,2323,ynat-v1_train_00565,"구글, AI 기술로 교육 플랫폼 혁신 선언",4,IT과학,noisy,0.32855,5
549,2323,ynat-v1_train_00565,"삼성전자, AI 기반 신제품 라인업 공개로 업무 효율 혁신",4,IT과학,noisy,0.32855,5
550,2321,ynat-v1_train_00565,삼성전자가 업무 효율성 혁신을 위한 AI 기반 신제품 라인업을 공개한다.,4,IT과학,noisy,0.3126,5
551,2323,ynat-v1_train_00565,"마이크로소프트, AI 기반 헬스케어 솔루션 출시 예고",4,IT과학,noisy,0.32855,5
552,2321,ynat-v1_train_00565,"구글, AI 기술로 업무 자동화 신제품 발표",4,IT과학,noisy,0.3126,5
553,2323,ynat-v1_train_00565,"아마존, AI 기반 물류 관리 시스템 도입 발표",4,IT과학,noisy,0.32855,5
554,2321,ynat-v1_train_00565,"애플, AI 활용한 스마트 워크 시스템 공개",4,IT과학,noisy,0.3126,5
555,2321,ynat-v1_train_00565,"아마존, AI 통합한 비즈니스 솔루션 라인업 확장",4,IT과학,noisy,0.3126,5
556,2323,ynat-v1_train_00565,"페이스북, AI 활용해 사용자 데이터 분석 강화",4,IT과학,noisy,0.32855,5
557,2323,ynat-v1_train_00565,"테슬라, 자율주행 AI 시스템 업데이트 발표",4,IT과학,noisy,0.32855,5
558,2346,ynat-v1_train_00570,"기업들, ""재취업 지원 프로그램"" 확대 발표",0,생활문화,noisy,0.19473,3
559,2345,ynat-v1_train_00570,"글로벌 인권 단체, 난민 보호 촉구 회의 개최",0,생활문화,noisy,0.18294,3
560,2345,ynat-v1_train_00570,"국제 노동조합 연맹, 근로자 권익 보호 캠페인 시작",0,생활문화,noisy,0.18294,3
561,2345,ynat-v1_train_00570,"정부, '해고라기' 시대정신 강조하며 새 정부 출범 기념 행사 개최",0,생활문화,noisy,0.18294,3
562,2345,ynat-v1_train_00570,"세계 경제 포럼, 새 기술 혁신 발표로 주목",0,생활문화,noisy,0.18294,3
563,2346,ynat-v1_train_00570,스타트업 경연대회서 혁신적 창업 아이디어 10개 선정,0,생활문화,noisy,0.19473,3
564,2346,ynat-v1_train_00570,"정부는 ""해고 시대""의 정신을 강조하면서 새로운 정부 출범을 기념하는 행사를 개최했다.",0,생활문화,noisy,0.19473,3
565,2345,ynat-v1_train_00570,"국제 환경 기구, 탄소 중립 목표 달성 촉구",0,생활문화,noisy,0.18294,3
566,2346,ynat-v1_train_00570,"전국 대학생 취준생 대상 ""청년 일자리 박람회"" 성황리에 종료",0,생활문화,noisy,0.19473,3
567,2345,ynat-v1_train_00570,"국제 교육 기구, 교육 격차 해소 방안 발표",0,생활문화,noisy,0.18294,3
568,2346,ynat-v1_train_00570,"""청년 고용의 날"" 기념, 전국 주요 도시에서 채용 박람회 동시 개최",0,생활문화,noisy,0.19473,3
569,2346,ynat-v1_train_00570,중소기업 채용 지원을 위한 정부 보조금 증액 발표,0,생활문화,noisy,0.19473,3
570,2443,ynat-v1_train_00591,"환경 보호 운동, 도심 속 녹지 공간 조성으로 관심",6,세계,noisy,0.19353,2
571,2443,ynat-v1_train_00591,"새로운 복지 정책 발표, 지역사회 지원 확대",6,세계,noisy,0.19353,2
572,2443,ynat-v1_train_00591,"정치인, 도시 재생 프로젝트로 주민들과 소통 강화",6,세계,noisy,0.19353,2
573,2443,ynat-v1_train_00591,"교육 혁신 프로그램 도입, 지역 학생들의 잠재력 발굴",6,세계,noisy,0.19353,2
574,2443,ynat-v1_train_00591,"문화 예술 축제, 지역 경제 활성화 기대",6,세계,noisy,0.19353,2
575,2443,ynat-v1_train_00591,시진 낙 지 서 민생행보 까지 만 빈 해소,6,세계,noisy,0.19353,2
576,2449,ynat-v1_train_00592,환경부가 6월 업사이클링 제품의 구매력 강화 정책을 발표한다.,4,IT과학,noisy,0.1965,5
577,2449,ynat-v1_train_00592,"업사이클링 제품 구매시 혜택 제공, 환경부의 친환경 정책 강화",4,IT과학,noisy,0.1965,5
578,2449,ynat-v1_train_00592,"환경 보호를 위한 정부의 업사이클링 지원책, 소비자 반응은?",4,IT과학,noisy,0.1965,5
579,2449,ynat-v1_train_00592,"업사이클링 산업, 정부 지원으로 새로운 성장 기회 모색",4,IT과학,noisy,0.1965,5
580,2449,ynat-v1_train_00592,"서울시, 새 재활용 정책 통해 업사이클링 시장 활성화 계획",4,IT과학,noisy,0.1965,5
581,2449,ynat-v1_train_00592,"국내 기업들, 업사이클링 제품 라인업 확대에 대한 기대 높아져",4,IT과학,noisy,0.1965,5
582,2563,ynat-v1_train_00617,북한은 설에 일 쉰다 년부터 사흘 연휴로 지정,6,세계,not_noisy,0.17337,2
583,2563,ynat-v1_train_00617,"미국, 새로운 공휴일 도입으로 연말 휴가 연장",6,세계,not_noisy,0.17337,2
584,2563,ynat-v1_train_00617,"유럽연합, 노동시간 단축 위한 새 법령 발표",6,세계,not_noisy,0.17337,2
585,2563,ynat-v1_train_00617,"중국, 춘절 앞두고 7일간의 특별 휴가 시행",6,세계,not_noisy,0.17337,2
586,2563,ynat-v1_train_00617,"캐나다, 추수감사절에 10일 장기 연휴 검토 중",6,세계,not_noisy,0.17337,2
587,2563,ynat-v1_train_00617,"호주, 민족 대명절에 9일간의 유급 휴가 정책 도입",6,세계,not_noisy,0.17337,2
588,2592,ynat-v1_train_00624,"지역 주민, 정부의 도시 재개발 계획 비판",0,생활문화,noisy,0.20652,3
589,2592,ynat-v1_train_00624,"대학생들, 등록금 인상 반대 시위 전개",0,생활문화,noisy,0.20652,3
590,2592,ynat-v1_train_00624,"유명 배우, 아동 복지를 위한 기부 선언",0,생활문화,noisy,0.20652,3
591,2592,ynat-v1_train_00624,사건 실 를 라 극 체 월,0,생활문화,noisy,0.20652,3
592,2592,ynat-v1_train_00624,"국제 인권 단체, 노동 착취 문제 제기",0,생활문화,noisy,0.20652,3
593,2592,ynat-v1_train_00624,"대기업 CEO, 환경 보호 캠페인 시작",0,생활문화,noisy,0.20652,3
594,2682,ynat-v1_train_00646,시스템 반도체 수출 전년 대비 30% 증가,4,IT과학,noisy,0.20383,5
595,2683,ynat-v1_train_00646,"차세대 통신 기술 시장, 올해 32% 성장률 기록",4,IT과학,noisy,0.20534,5
596,2683,ynat-v1_train_00646,"바이오 제약 연구개발 투자, 작년 대비 20% 확대",4,IT과학,noisy,0.20534,5
597,2683,ynat-v1_train_00646,"전기차 배터리 저장 용량, 전년 대비 25% 증가",4,IT과학,noisy,0.20534,5
598,2682,ynat-v1_train_00646,"메타버스 기술로 무장한 VR 하드웨어, 수출 증가세 지속",4,IT과학,noisy,0.20383,5
599,2682,ynat-v1_train_00646,"글로벌 전기차 배터리 출하량, 전년 대비 20% 증가",4,IT과학,noisy,0.20383,5
600,2682,ynat-v1_train_00646,"스마트 홈 기기 수출, 지난해보다 40% 급증",4,IT과학,noisy,0.20383,5
601,2682,ynat-v1_train_00646,"의료 로봇 시장, 코로나19 이후 30% 성장",4,IT과학,noisy,0.20383,5
602,2683,ynat-v1_train_00646,"글로벌 태양광 패널 시장, 전년 대비 35% 성장",4,IT과학,noisy,0.20534,5
603,2682,ynat-v1_train_00646,"혁신적 AI 칩셋, 글로벌 시장서 전년 대비 35% 성장",4,IT과학,noisy,0.20383,5
604,2683,ynat-v1_train_00646,"인공지능 연구, 코로나19 이후 40% 급증",4,IT과학,noisy,0.20534,5
605,2683,ynat-v1_train_00646,시스템 반도체 수출은 전년 대비 30% 증가했다.,4,IT과학,noisy,0.20534,5
606,2716,ynat-v1_train_00650,"월마트, 소상공인을 위한 새로운 로열티 프로그램 공개",3,사회,noisy,0.1712,5
607,2711,ynat-v1_train_00650,"네이버, AI 기반 헬스케어 플랫폼 출시",3,사회,noisy,0.16288,5
608,2710,ynat-v1_train_00650,소상공인 친화적인 모바일 앱으로 자금 조달 및 경영 관리 지원,3,사회,noisy,0.17319,5
609,2710,ynat-v1_train_00650,지역 상권 활성화 위해 중소기업 대상 멘토링 프로그램 도입,3,사회,noisy,0.17319,5
610,2710,ynat-v1_train_00650,소규모 비즈니스를 위한 무료 온라인 마케팅 교육 프로그램 시작,3,사회,noisy,0.17319,5
611,2710,ynat-v1_train_00650,새로운 디지털 경제 플랫폼 출시로 자영업자들의 성공을 돕는다,3,사회,noisy,0.17319,5
612,2711,ynat-v1_train_00650,"삼성, 농부를 위한 스마트 농업 시스템 공개",3,사회,noisy,0.16288,5
613,2711,ynat-v1_train_00650,"현대자동차, 자율주행 차량용 AI 솔루션 도입",3,사회,noisy,0.16288,5
614,2711,ynat-v1_train_00650,"카카오, 소상공인 대상 AI 고객 서비스 챗봇 출시",3,사회,noisy,0.16288,5
615,2711,ynat-v1_train_00650,"SK텔레콤, 교육용 AI 로봇 개발과 배포  ",3,사회,noisy,0.16288,5
616,2716,ynat-v1_train_00650,"아마존, 중소기업 대상 맞춤형 물류 서비스 출시",3,사회,noisy,0.1712,5
617,2716,ynat-v1_train_00650,"맥도날드, 청년 창업자 지원 위해 신규 할인 요금제 도입",3,사회,noisy,0.1712,5
618,2716,ynat-v1_train_00650,"이케아, 작은 상점 위한 특별 할인 이벤트 시작",3,사회,noisy,0.1712,5
619,2716,ynat-v1_train_00650,"스타벅스, 소상공인 돕는 신규 멤버십 프로그램 발표",3,사회,noisy,0.1712,5
620,2715,ynat-v1_train_00650,"현대글로비스, 물류비 절감을 위한 최적화 시스템 도입",3,사회,noisy,0.18694,5
621,2715,ynat-v1_train_00650,"KT, 자영업자 위한 빅데이터 분석 서비스 강화",3,사회,noisy,0.18694,5
622,2715,ynat-v1_train_00650,"삼성SDS, 중소기업 디지털 전환 종합 패키지 제공",3,사회,noisy,0.18694,5
